step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.9667,1.0000,585.725,0.1307,147.898,0.0028,129.6023,-1.5879,45.0000,122.5
20000,0.9667,1.0000,563.455,0.1303,494.251,0.0021,222.8264,-2.3538,40.0000,264.4
30000,0.9667,1.0000,571.116,0.1287,526.210,0.0019,214.7762,-2.3996,35.0000,404.3
40000,0.9667,1.0000,559.827,0.1292,502.782,0.0017,229.5772,-2.3949,30.0000,525.8
50000,1.0000,1.0000,580.237,0.1309,500.361,0.0015,195.4445,-2.4258,25.0000,643.7
60000,1.0000,1.0000,612.055,0.1293,557.959,0.0013,476.0476,-2.3873,20.0000,762.9
70000,0.9333,1.0000,560.367,0.1301,566.249,0.0012,289.7870,-2.4392,15.0000,881.1
80000,1.0000,1.0000,581.566,0.1290,524.623,0.0011,181.0905,-2.4633,10.0000,1000.2
90000,0.9000,1.0000,573.649,0.1285,580.388,0.0010,122.8781,-2.4586,5.0000,1113.2
100000,0.4000,0.9333,357.992,0.1018,543.331,0.0010,128.9892,-328.6425,0.0000,1228.4
110000,0.9000,1.0000,591.967,0.1431,498.838,0.0221,128.2390,-328.5736,0.0000,1332.7
120000,0.6667,0.8667,406.699,0.1205,467.715,0.1368,231.3021,-309.2606,0.0000,1436.6
130000,0.8333,0.9667,569.085,0.1315,562.875,0.1309,143.4333,-289.0693,0.0000,1539.2
140000,0.8667,1.0000,599.834,0.1284,506.415,0.1275,368.5878,-274.4903,0.0000,1641.0
150000,0.9333,1.0000,640.110,0.1405,592.224,0.1242,198.3906,-281.0100,0.0000,1744.7
160000,0.9667,1.0000,666.449,0.1327,530.986,0.1196,126.7359,-284.9743,0.0000,1848.8
170000,0.7667,1.0000,600.879,0.1366,515.154,0.1142,242.7182,-284.6837,0.0000,1952.8
180000,0.8333,1.0000,613.744,0.1410,611.213,0.1094,215.0906,-285.6258,0.0000,2056.1
190000,0.8333,1.0000,513.582,0.1373,544.968,0.1106,196.7311,-285.1251,0.0000,2160.4
200000,0.8333,1.0000,643.604,0.1417,414.423,0.1034,117.1209,-295.1685,0.0000,2256.0
