epoch,train_mse,val_mse
1,0.054464,0.012799
2,0.010516,0.008827
3,0.008531,0.008317
4,0.008029,0.008540
5,0.007551,0.007676
6,0.007146,0.007957
7,0.006735,0.007690
8,0.006449,0.008624
9,0.006294,0.007446
10,0.006038,0.007894
11,0.006097,0.007923
12,0.005609,0.007634
13,0.005436,0.008069
14,0.005313,0.007505
15,0.005494,0.007692
16,0.005022,0.008113
17,0.005014,0.007586
18,0.005342,0.008072
19,0.004761,0.008095
20,0.004866,0.008292
21,0.004894,0.007966
22,0.004812,0.008354
23,0.004745,0.008612
24,0.004668,0.007535
25,0.004595,0.008315
26,0.004339,0.008674
27,0.004457,0.008511
28,0.004567,0.009119
29,0.004176,0.008305
30,0.004653,0.008642
31,0.004068,0.008980
32,0.004374,0.008413
33,0.004058,0.008530
34,0.004016,0.008203
35,0.003999,0.008013
36,0.004198,0.008257
37,0.003985,0.007859
38,0.004094,0.009406
39,0.004088,0.008038
40,0.003889,0.008216
41,0.003883,0.008659
42,0.003463,0.008075
43,0.003721,0.008783
44,0.003813,0.009190
45,0.003681,0.009989
46,0.003647,0.008208
47,0.003413,0.008953
48,0.003587,0.008848
49,0.003199,0.008747
50,0.003176,0.009143
51,0.003125,0.008550
52,0.002951,0.009607
53,0.002951,0.009445
54,0.003023,0.009224
55,0.003397,0.009606
56,0.003205,0.008778
57,0.003028,0.009188
58,0.002944,0.009660
59,0.003182,0.008846
60,0.003021,0.010281
