step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.1250,-39.472,0.0072,-52.334,0.0641,0.0526,4.6406,0.0,224.4
3000,0.0000,0.0000,-25.786,0.0091,-24.913,0.0500,0.3833,7.2265,0.0,453.7
4500,0.0000,0.5312,2.765,0.0065,7.622,0.0500,0.3226,7.4537,0.0,682.2
6000,0.0000,0.9062,25.038,0.0050,17.431,0.0500,1.4445,6.2669,0.0,910.1
7500,0.0000,0.8750,26.394,0.0044,29.666,0.0500,1.5005,4.4339,0.0,1137.7
9000,0.0000,0.9062,45.937,0.1321,38.220,0.0500,1.6652,3.1300,0.0,1363.6
10500,0.0000,0.7188,56.852,0.2107,71.114,0.0500,1.9960,0.8651,0.0,1588.9
12000,0.0000,1.0000,95.709,0.3072,102.972,0.0500,3.8222,-3.9014,0.0,1813.8
13500,0.0000,1.0000,110.972,0.2792,107.256,0.0532,7.0009,-10.2518,0.0,2038.7
15000,0.0000,0.8125,75.493,0.2375,59.746,0.0669,7.5236,-22.2187,0.0,2225.8
