step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,1.0000,1.0000,579.757,0.1269,-96.908,0.0033,337.6452,-2.3755,45.0000,124.6
20000,1.0000,1.0000,586.524,0.1275,-55.524,0.0009,235.5423,-2.4563,40.0000,269.7
30000,1.0000,1.0000,572.094,0.1276,144.757,0.0012,165.0867,-2.4476,35.0000,409.5
40000,1.0000,1.0000,613.931,0.1308,385.807,0.0017,76.0741,-2.4584,30.0000,544.4
50000,0.9667,1.0000,547.808,0.1244,634.264,0.0018,149.1237,-2.4464,25.0000,660.2
60000,0.9667,1.0000,534.215,0.1252,674.880,0.0015,74.1927,-2.4715,20.0000,778.3
70000,1.0000,1.0000,556.489,0.1289,687.811,0.0012,63.8564,-2.4787,15.0000,895.6
80000,1.0000,1.0000,577.496,0.1256,729.391,0.0011,59.9352,-2.4820,10.0000,1012.7
90000,1.0000,1.0000,592.491,0.1241,730.534,0.0009,52.1409,-2.4898,5.0000,1130.0
100000,1.0000,1.0000,736.176,0.1197,757.326,0.0009,64.2204,-351.0076,0.0000,1244.3
110000,1.0000,1.0000,741.032,0.1313,663.320,0.0201,64.2463,-366.1917,0.0000,1350.4
120000,1.0000,1.0000,740.303,0.1327,729.476,0.0937,123.0683,-356.4491,0.0000,1455.0
130000,1.0000,1.0000,754.749,0.1257,727.628,0.0858,31.8635,-356.9915,0.0000,1558.1
140000,1.0000,1.0000,759.901,0.1268,723.900,0.0876,22.1555,-353.5429,0.0000,1662.6
150000,1.0000,1.0000,768.178,0.1239,771.715,0.0832,63.5053,-352.3090,0.0000,1767.8
160000,1.0000,1.0000,781.536,0.1246,771.655,0.0761,54.6526,-366.6731,0.0000,1872.1
170000,1.0000,1.0000,788.674,0.1309,742.883,0.0717,23.4347,-375.2344,0.0000,1976.4
180000,1.0000,1.0000,781.386,0.1264,779.591,0.0718,60.6140,-368.3007,0.0000,2080.7
190000,1.0000,1.0000,797.493,0.1282,794.441,0.0745,16.5714,-371.0312,0.0000,2184.7
200000,1.0000,1.0000,800.382,0.1265,797.146,0.0742,20.2649,-372.2892,0.0000,2286.4
