epoch,train_mse,val_mse
1,0.056001,0.017454
2,0.014325,0.015260
3,0.012824,0.014496
4,0.012161,0.014062
5,0.011931,0.013838
6,0.011619,0.013677
7,0.011599,0.013818
8,0.011414,0.013549
9,0.011558,0.013923
10,0.011291,0.013336
11,0.011221,0.013480
12,0.011055,0.013426
13,0.011017,0.013400
14,0.011169,0.013401
15,0.011024,0.013476
16,0.010924,0.013639
17,0.010818,0.013365
18,0.010896,0.013196
19,0.010959,0.013516
20,0.010775,0.013248
21,0.010771,0.013469
22,0.010550,0.013260
23,0.011011,0.013187
24,0.010848,0.013281
25,0.010672,0.013279
26,0.010685,0.013166
27,0.010740,0.013307
28,0.010486,0.013002
29,0.010745,0.013050
30,0.010651,0.013045
31,0.010371,0.013410
32,0.010412,0.013059
33,0.010237,0.013204
34,0.010198,0.013578
35,0.010438,0.012937
36,0.010218,0.013118
37,0.010247,0.013371
38,0.010175,0.013119
39,0.010252,0.012894
40,0.010827,0.014145
41,0.010224,0.013571
42,0.010236,0.013036
43,0.009959,0.013127
44,0.009961,0.012935
45,0.009998,0.012783
46,0.009970,0.012569
47,0.009894,0.012864
48,0.009820,0.013309
49,0.009985,0.012963
50,0.009586,0.012643
51,0.009657,0.012773
52,0.009663,0.012881
53,0.009588,0.013756
54,0.010087,0.013102
55,0.009428,0.012945
56,0.009441,0.013782
57,0.009612,0.012960
58,0.009560,0.012657
59,0.009389,0.013009
60,0.009564,0.013436
