step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7667,0.360,0.0071,-6.442,0.0135,0.1732,11.3885,0.0000,123.7
20000,0.0000,0.6000,-7.990,0.0033,7.807,0.0161,0.5393,2.0443,0.0000,257.1
30000,0.0000,0.6667,-3.118,0.0050,18.895,0.0185,1.4002,-5.2966,0.0000,378.0
40000,0.0000,0.7000,8.190,0.0060,2.564,0.0195,1.5475,-6.1525,0.0000,500.0
50000,0.0000,0.6333,-4.689,0.0044,9.651,0.0206,2.8402,-8.1965,0.0000,663.9
60000,0.0000,0.7667,11.712,0.0065,8.970,0.0226,2.3010,-6.7797,0.0000,824.9
70000,0.0000,0.7333,13.500,0.0068,9.781,0.0244,3.2573,-8.2120,0.0000,986.7
80000,0.0000,0.9333,24.141,0.0090,13.962,0.0234,2.5939,-9.0195,0.0000,1150.7
90000,0.0000,0.9667,30.364,0.0111,25.684,0.0245,3.0127,-9.5610,0.0000,1315.1
100000,0.0000,0.9000,22.829,0.0088,13.090,0.0252,2.3686,-9.0435,0.0000,1480.7
110000,0.0000,0.8667,18.141,0.0075,8.949,0.0248,3.0716,-8.0049,0.0000,1642.7
120000,0.0000,0.9000,21.962,0.0086,13.160,0.0257,3.2139,-8.8768,0.0000,1816.7
130000,0.0000,0.9000,29.845,0.0068,19.842,0.0248,3.3755,-8.6359,0.0000,1987.4
140000,0.0000,0.8667,31.263,0.0085,26.179,0.0249,6.2620,-7.9890,0.0000,2148.7
150000,0.0000,0.8333,26.114,0.0081,27.387,0.0239,3.4924,-8.5230,0.0000,2312.9
160000,0.0000,0.8667,29.073,0.0076,14.544,0.0238,3.4483,-9.1885,0.0000,2475.5
170000,0.0000,0.9333,32.886,0.0082,27.506,0.0241,3.2742,-8.5205,0.0000,2638.7
180000,0.0000,0.9333,30.520,0.0072,36.629,0.0241,1.9687,-9.3349,0.0000,2802.9
190000,0.0000,1.0000,40.589,0.0090,23.211,0.0238,2.3837,-10.1994,0.0000,2967.3
200000,0.0000,0.9667,38.189,0.0083,37.125,0.0235,3.2546,-10.8469,0.0000,3113.0
