step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8333,-20.123,0.0088,-27.820,0.0500,0.3190,14.5468,0.0000,122.9
20000,0.0000,0.7667,5.231,0.0056,2.429,0.0500,0.6166,9.7795,0.0000,234.2
30000,0.0000,0.8333,13.391,0.0057,-7.015,0.0500,2.0171,3.3714,0.0000,349.2
40000,0.0000,0.7667,-1.283,0.0044,13.978,0.0500,2.1300,0.4386,0.0000,465.4
50000,0.0000,0.7333,3.955,0.0040,9.489,0.0500,2.1693,0.1699,0.0000,577.7
60000,0.0000,0.8333,16.761,0.0050,10.352,0.0500,2.6547,-0.9775,0.0000,695.2
70000,0.0000,0.8333,11.436,0.0046,16.370,0.0500,1.8333,-2.8331,0.0000,812.4
80000,0.0000,0.8000,10.820,0.0045,21.550,0.0500,2.2804,-2.9141,0.0000,927.7
90000,0.0000,0.7667,6.660,0.0031,3.495,0.0500,1.6236,-1.9424,0.0000,1040.7
100000,0.0000,0.6667,2.177,0.0030,7.514,0.0500,1.8064,-2.1825,0.0000,1150.1
