epoch,train_mse,val_mse
1,0.068252,0.025976
2,0.024156,0.022686
3,0.022423,0.021693
4,0.021974,0.021729
5,0.021549,0.021353
6,0.021181,0.021116
7,0.020922,0.022257
8,0.020905,0.021666
9,0.020749,0.022180
10,0.020951,0.021334
11,0.020468,0.021538
12,0.020410,0.022191
13,0.019968,0.021752
14,0.019897,0.020335
15,0.020154,0.021894
16,0.019666,0.022097
17,0.019404,0.021782
18,0.019525,0.021165
19,0.019109,0.020688
20,0.019188,0.021783
21,0.019114,0.021589
22,0.019347,0.022312
23,0.018788,0.021138
24,0.019083,0.021594
25,0.018996,0.021596
26,0.018978,0.021603
27,0.018836,0.022144
28,0.018705,0.020587
29,0.018775,0.021325
30,0.018471,0.020819
31,0.018495,0.021491
32,0.018260,0.020719
33,0.018608,0.021425
34,0.018610,0.021452
35,0.017880,0.021606
36,0.018502,0.021908
37,0.017788,0.021009
38,0.017710,0.022043
39,0.018177,0.021038
40,0.017937,0.021658
41,0.017455,0.023731
42,0.017678,0.021135
43,0.017645,0.021576
44,0.017403,0.023593
45,0.017523,0.024659
46,0.017718,0.022102
47,0.017038,0.022072
48,0.017085,0.022751
49,0.017206,0.022873
50,0.017107,0.023020
51,0.017157,0.022982
52,0.016944,0.020636
53,0.016536,0.020935
54,0.016378,0.022590
55,0.016203,0.022429
56,0.016632,0.021568
57,0.016344,0.021819
58,0.016233,0.021608
59,0.016049,0.021275
60,0.015826,0.023160
