epoch,train_mse,val_mse
1,0.063135,0.021060
2,0.017993,0.016974
3,0.015128,0.015137
4,0.013400,0.014372
5,0.012663,0.014011
6,0.011937,0.013706
7,0.011433,0.014299
8,0.011364,0.014132
9,0.011035,0.013626
10,0.010744,0.012645
11,0.010866,0.013201
12,0.010539,0.012851
13,0.010539,0.013637
14,0.009981,0.013450
15,0.010012,0.013227
16,0.009837,0.012792
17,0.009563,0.013142
18,0.009590,0.013126
19,0.009655,0.013337
20,0.009682,0.012805
21,0.009487,0.013745
22,0.009175,0.013182
23,0.009793,0.012246
24,0.009514,0.012078
25,0.009409,0.013321
26,0.009173,0.012338
27,0.009028,0.013345
28,0.008802,0.013002
29,0.009059,0.012197
30,0.008896,0.013077
31,0.008791,0.013021
32,0.008792,0.012586
33,0.008455,0.012504
34,0.008537,0.012639
35,0.008384,0.011825
36,0.008153,0.011974
37,0.008192,0.012919
38,0.008689,0.012462
39,0.008253,0.012174
40,0.008109,0.012754
41,0.008121,0.013457
42,0.008033,0.011842
43,0.007801,0.013130
44,0.008417,0.012343
45,0.007873,0.013112
46,0.008448,0.012174
47,0.008867,0.013346
48,0.008032,0.012039
49,0.007830,0.013900
50,0.008012,0.012598
51,0.007517,0.012264
52,0.007690,0.012902
53,0.007686,0.012723
54,0.007712,0.013051
55,0.007442,0.013145
56,0.007679,0.012894
57,0.007313,0.013535
58,0.007706,0.012435
59,0.007324,0.012679
60,0.007139,0.014309
