step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1667,-64.604,0.0059,-64.888,0.0087,0.3046,21.5548,0.0000,120.0
20000,0.0000,0.4333,-35.827,0.0094,-50.198,0.0096,0.5040,23.7098,0.0000,250.3
30000,0.0000,0.6667,-26.218,0.0096,-33.775,0.0102,0.4900,23.0538,0.0000,369.2
40000,0.0000,0.6333,-24.898,0.0191,-14.581,0.0116,0.7396,20.7588,0.0000,488.9
50000,0.0000,0.6667,-21.343,0.0353,-21.443,0.0134,1.6243,17.0899,0.0000,642.0
60000,0.0000,0.6333,-28.039,0.0262,-20.199,0.0156,1.6213,15.1697,0.0000,805.1
70000,0.0000,0.7667,-17.536,0.0115,-14.252,0.0156,1.7742,14.7511,0.0000,968.3
80000,0.0000,0.8333,-3.784,0.0248,-3.347,0.0176,3.3837,13.1222,0.0000,1130.6
90000,0.0000,0.8667,-0.560,0.0294,-26.749,0.0195,4.0764,11.6633,0.0000,1291.7
100000,0.0000,0.7000,-14.171,0.0200,35.447,0.0270,15.2354,9.4208,0.0000,1453.4
110000,0.1000,0.7333,60.196,0.0499,124.072,0.0372,18.4673,6.0188,0.0000,1613.2
120000,0.0333,0.7000,19.087,0.0430,30.885,0.0435,24.3721,3.5560,0.0000,1777.6
130000,0.0333,0.5000,-12.242,0.0336,90.680,0.0482,27.2371,4.4011,0.0000,1958.4
140000,0.1333,0.6000,69.349,0.0465,202.013,0.0587,53.8488,-0.8066,0.0000,2118.7
150000,0.0000,0.6333,8.045,0.0463,155.889,0.0645,96.6811,-6.6483,0.0000,2275.9
160000,0.2333,0.6000,98.480,0.0659,80.196,0.0683,68.0532,-7.0687,0.0000,2431.5
170000,0.1667,0.6000,70.692,0.0552,180.381,0.0694,69.7731,-4.7586,0.0000,2590.8
180000,0.2667,0.8333,163.921,0.0826,176.288,0.0751,123.7723,-1.2647,0.0000,2753.1
190000,0.1333,0.7667,81.384,0.0797,194.468,0.0801,580.1309,-6.7308,0.0000,2909.1
200000,0.2000,0.8333,105.393,0.0659,140.379,0.0818,194.0563,-3.4356,0.0000,3069.2
