epoch,train_mse,val_mse
1,0.059593,0.018080
2,0.014216,0.016307
3,0.013051,0.016410
4,0.012415,0.015205
5,0.011926,0.014883
6,0.011502,0.014856
7,0.011522,0.014858
8,0.011398,0.014612
9,0.011209,0.014287
10,0.010979,0.014287
11,0.010834,0.014752
12,0.010859,0.014568
13,0.011023,0.014380
14,0.011032,0.014095
15,0.010680,0.013979
16,0.010741,0.014135
17,0.010713,0.014031
18,0.010748,0.014430
19,0.010709,0.013941
20,0.010512,0.014026
21,0.010457,0.014638
22,0.010501,0.014046
23,0.010481,0.014305
24,0.010420,0.014021
25,0.010347,0.014367
26,0.010556,0.014416
27,0.010721,0.014083
28,0.010529,0.013879
29,0.010310,0.014047
30,0.010174,0.013837
31,0.010406,0.013860
32,0.010428,0.014154
33,0.010214,0.013780
34,0.010312,0.013989
35,0.010331,0.013895
36,0.010085,0.013883
37,0.010051,0.015009
38,0.010255,0.013992
39,0.010022,0.013890
40,0.010009,0.014266
41,0.009974,0.014011
42,0.010066,0.013491
43,0.009989,0.013713
44,0.009948,0.014227
45,0.009881,0.013833
46,0.009697,0.013814
47,0.009828,0.013655
48,0.009752,0.013728
49,0.009819,0.013934
50,0.009608,0.013843
51,0.009659,0.014211
52,0.009973,0.014236
53,0.009803,0.013875
54,0.009773,0.013679
55,0.009437,0.013483
56,0.009656,0.013648
57,0.009566,0.013571
58,0.009403,0.013406
59,0.009437,0.013508
60,0.009374,0.013383
