epoch,train_mse,val_mse
1,0.078421,0.044481
2,0.040345,0.038456
3,0.036525,0.037497
4,0.034056,0.034666
5,0.031993,0.031810
6,0.029612,0.030303
7,0.026716,0.027152
8,0.023507,0.022581
9,0.020133,0.018618
10,0.015977,0.015905
11,0.013013,0.012767
12,0.010465,0.011094
13,0.008585,0.009177
14,0.007436,0.008862
15,0.006839,0.008246
16,0.006514,0.007628
17,0.006003,0.006902
18,0.005441,0.008268
19,0.005525,0.007645
20,0.005253,0.006291
21,0.005170,0.007000
22,0.004989,0.006638
23,0.005023,0.006411
24,0.004866,0.006272
25,0.004931,0.006789
26,0.004926,0.007123
27,0.004958,0.005967
28,0.004550,0.006691
29,0.004521,0.005735
30,0.004650,0.006164
31,0.004912,0.006627
32,0.004714,0.007660
33,0.004689,0.006704
34,0.004284,0.006264
35,0.004441,0.006194
36,0.004415,0.006623
37,0.004301,0.005975
38,0.004234,0.005904
39,0.004326,0.005807
40,0.004342,0.005722
41,0.004426,0.006140
42,0.004624,0.006410
43,0.004298,0.005754
44,0.004233,0.005858
45,0.004153,0.005991
46,0.004085,0.005859
47,0.003899,0.006563
48,0.004205,0.006378
49,0.004003,0.005804
50,0.004067,0.005920
51,0.003816,0.007593
52,0.004022,0.006402
53,0.003998,0.005662
54,0.004326,0.006173
55,0.003961,0.006091
56,0.003972,0.006093
57,0.003986,0.006896
58,0.004423,0.006016
59,0.004114,0.006872
60,0.003933,0.006419
