step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.2188,-38.113,0.0083,-67.415,0.1500,0.0501,3.1066,0.0,265.6
3000,0.0000,0.3750,-4.617,0.0091,-30.353,0.1500,0.2880,4.6481,0.0,547.4
4500,0.0000,0.3438,-4.684,0.0079,-0.174,0.1500,1.3680,4.8256,0.0,828.0
6000,0.0000,0.4062,-2.293,0.0026,23.041,0.1500,0.4934,3.5603,0.0,1101.1
7500,0.0000,0.6250,16.802,0.0007,12.790,0.1500,2.2379,0.6058,0.0,1372.4
9000,0.0000,0.9375,91.866,0.2433,36.982,0.1500,3.0966,-1.0374,0.0,1641.0
10500,0.0312,1.0000,119.061,0.2853,82.651,0.1500,3.3239,-4.5557,0.0,1909.8
12000,0.0312,0.9375,143.750,0.2777,121.412,0.1500,5.2325,-6.8446,0.0,2171.6
13500,0.8750,1.0000,486.824,0.1207,443.686,0.1500,25.0842,-19.1850,0.0,2432.2
15000,1.0000,1.0000,595.446,0.1301,572.183,0.1500,76.0928,-34.7149,0.0,2691.8
