step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
50000,0.0000,0.5000,-36.181,0.0187,-32.514,0.0500,6.0006,21.4743,0.0000,580.4
100000,0.0000,0.5333,-22.322,0.0387,-18.992,0.0500,6.7146,21.0239,0.0000,1128.9
150000,0.0333,0.5000,-3.234,0.0492,-15.231,0.0500,31.3321,21.1554,0.0000,1654.8
200000,0.0000,0.5667,-16.906,0.0460,-2.717,0.0500,21.3919,23.8955,0.0000,2102.8
250000,0.0333,0.7333,54.691,0.0915,44.740,0.0500,68.2465,13.4678,0.0000,2554.5
300000,0.2000,0.6667,104.711,0.0901,117.495,0.0500,56.4011,14.3301,0.0000,3012.8
350000,0.2667,0.8000,213.456,0.1109,110.703,0.0500,133.5820,8.7927,0.0000,3470.0
400000,0.3667,0.9000,302.743,0.1156,223.911,0.0650,161.4879,10.1134,0.0000,3936.5
450000,0.4667,0.8000,346.750,0.1033,375.966,0.0929,323.4805,-14.6171,0.0000,4396.4
500000,0.4333,0.7667,325.619,0.0980,340.615,0.1201,246.6111,-23.7117,0.0000,4855.2
