epoch,train_mse,val_mse
1,0.092438,0.045016
2,0.036520,0.038691
3,0.031178,0.034686
4,0.027828,0.031703
5,0.024526,0.026434
6,0.020461,0.021107
7,0.017350,0.017942
8,0.014376,0.015029
9,0.011961,0.014807
10,0.010329,0.011548
11,0.009440,0.009895
12,0.008733,0.011663
13,0.008057,0.009471
14,0.007960,0.009982
15,0.006788,0.008435
16,0.006090,0.009055
17,0.005782,0.009428
18,0.005947,0.009836
19,0.005364,0.007182
20,0.005289,0.008276
21,0.005739,0.007714
22,0.005014,0.007819
23,0.005028,0.009409
24,0.004694,0.010008
25,0.004688,0.009246
26,0.004539,0.007917
27,0.004508,0.006823
28,0.004280,0.007293
29,0.004345,0.008558
30,0.004042,0.007502
31,0.003692,0.008757
32,0.003962,0.007160
33,0.004252,0.007739
34,0.004551,0.010037
35,0.003985,0.008246
36,0.003832,0.008925
37,0.004383,0.007815
38,0.003620,0.008208
39,0.004595,0.008089
40,0.003747,0.009108
41,0.003858,0.008664
42,0.003567,0.007155
43,0.003780,0.007649
44,0.003600,0.007165
45,0.003089,0.008722
46,0.003641,0.008722
47,0.004134,0.007085
48,0.003504,0.008685
49,0.003295,0.007574
50,0.003213,0.007879
51,0.003113,0.009717
52,0.003133,0.008017
53,0.002959,0.007265
54,0.002774,0.006939
55,0.002817,0.008109
56,0.002963,0.007897
57,0.002821,0.007555
58,0.002994,0.007603
59,0.002784,0.009454
60,0.003420,0.007323
