step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5000,-37.830,0.0105,-38.654,0.0103,0.7449,22.2464,0.0000,346.1
50000,0.0000,0.4667,-23.293,0.0111,-23.009,0.0117,1.5725,18.2115,0.0000,686.4
75000,0.0000,0.7667,-16.994,0.0120,-13.618,0.0140,2.2026,15.2822,0.0000,1032.1
100000,0.0000,0.7667,-2.694,0.0568,-10.893,0.0169,4.1408,13.6192,0.0000,1374.0
125000,0.0000,0.8333,20.217,0.1238,2.235,0.0225,6.7116,12.3825,0.0000,1711.1
150000,0.1667,0.7667,149.442,0.1144,103.764,0.0387,21.2336,6.9982,0.0000,2045.0
175000,0.2667,0.8667,233.538,0.1193,228.684,0.0649,59.2465,-0.3134,0.0000,2383.0
200000,0.4667,0.9333,337.617,0.1242,209.244,0.0911,111.7403,-8.3632,0.0000,2715.7
225000,0.7000,0.9667,521.479,0.1414,420.813,0.1240,238.6533,-28.1987,0.0000,3038.1
250000,0.5667,0.9333,425.378,0.1253,455.657,0.1469,228.3452,-33.7252,0.0000,3370.4
275000,0.6000,0.9667,419.470,0.1309,400.377,0.1598,245.4323,-38.4847,0.0000,3697.2
300000,0.7667,0.9000,560.268,0.1304,457.079,0.1736,288.2900,-51.8929,0.0000,4025.6
