step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.0333,0.000,0.0007,0.0,0.1500,1.3544,-31.7623,0.0,281.7
50000,0.0667,0.1333,4.900,0.0099,0.0,0.1500,2.6172,-41.1338,0.0,560.2
75000,0.0667,0.2667,4.833,0.0127,0.0,0.1500,2.2830,-38.5208,0.0,807.1
