step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6667,-28.437,0.0175,-41.660,0.0500,1.5226,30.2660,0.0000,324.2
50000,0.0000,0.7667,-6.212,0.0131,-20.548,0.0500,2.9963,26.6444,0.0000,651.0
75000,0.0000,0.7333,-23.285,0.0283,-21.598,0.0500,3.5952,22.2430,0.0000,989.7
100000,0.0000,0.7333,12.585,0.0739,7.137,0.0500,10.4777,20.6065,0.0000,1338.1
125000,0.1000,0.9000,112.375,0.1125,106.330,0.0500,15.1025,18.4512,0.0000,1670.9
150000,0.3000,0.7667,170.062,0.0973,132.110,0.0500,58.1875,6.0694,0.0000,2000.7
175000,0.4667,0.9000,321.820,0.1118,94.100,0.0666,415.2301,-13.8332,0.0000,2332.3
200000,0.6333,0.8667,409.562,0.1362,236.206,0.0792,176.6584,-9.8905,0.0000,2663.2
225000,0.4667,0.8333,324.977,0.1154,338.981,0.0904,221.4654,-17.7383,0.0000,2979.0
250000,0.5667,0.9000,434.732,0.1188,398.078,0.0990,224.2618,-27.8011,0.0000,3317.8
275000,0.6333,0.9667,470.470,0.1239,418.923,0.1059,478.5900,-40.8674,0.0000,3647.4
300000,0.7333,0.8667,475.659,0.1206,267.478,0.1203,283.2224,-50.1596,0.0000,3972.3
