step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7333,-2.583,0.0116,-46.702,0.1500,0.0858,8.1643,0.0000,109.6
20000,0.0000,0.8000,26.383,0.1346,-11.780,0.1500,1.2525,4.3677,0.0000,227.7
30000,0.5667,0.8000,418.939,0.1041,297.909,0.1500,16.1822,-19.9794,0.0000,341.1
40000,0.8667,0.9333,578.027,0.1221,555.550,0.1949,108.7128,-104.8265,0.0000,459.6
50000,0.9667,1.0000,655.537,0.1196,561.165,0.2365,128.3298,-175.7002,0.0000,585.8
60000,0.9333,0.9667,630.753,0.1166,655.530,0.2621,65.0748,-206.2148,0.0000,709.7
70000,0.9333,1.0000,683.533,0.1230,706.567,0.2627,200.6474,-221.8547,0.0000,837.9
80000,0.9667,1.0000,709.756,0.1276,660.145,0.2632,104.6485,-244.6900,0.0000,964.7
90000,0.9667,0.9667,717.679,0.1229,652.582,0.2661,69.2354,-254.1998,0.0000,1091.3
100000,0.9333,0.9333,703.906,0.1211,717.403,0.2552,74.7989,-277.8313,0.0000,1223.1
