step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1000,0.0000,0.0020,-82.798,0.0696,-86.822,0.0742,0.1263,3.4408,0.0,123.3
2000,0.0000,0.0137,-67.218,0.0254,-120.104,0.0554,0.1497,6.5134,0.0,248.4
3000,0.0000,0.0176,-66.346,0.0263,-74.002,0.0415,3.8191,9.8311,0.0,375.1
4000,0.0000,0.0117,-62.764,0.0230,-71.178,0.0313,0.8097,12.2150,0.0,502.6
