epoch,train_mse,val_mse
1,0.050884,0.015458
2,0.009394,0.012812
3,0.008029,0.011387
4,0.007086,0.011715
5,0.006991,0.011598
6,0.006640,0.011163
7,0.006075,0.010997
8,0.006295,0.011579
9,0.005698,0.009819
10,0.005734,0.010516
11,0.005652,0.011028
12,0.005490,0.009424
13,0.005347,0.009543
14,0.005301,0.010230
15,0.005170,0.010660
16,0.004721,0.011181
17,0.005048,0.011859
18,0.004875,0.010271
19,0.005122,0.013027
20,0.004789,0.012603
21,0.004703,0.011725
22,0.004680,0.010978
23,0.004388,0.011512
24,0.004046,0.011216
25,0.003919,0.011026
26,0.003821,0.011007
27,0.003867,0.010463
28,0.003844,0.010876
29,0.003986,0.011205
30,0.003649,0.010637
31,0.004070,0.011696
32,0.004301,0.011264
33,0.003746,0.011804
34,0.003788,0.011619
35,0.003605,0.011032
36,0.003587,0.013460
37,0.003532,0.010978
38,0.003767,0.011985
39,0.003717,0.012181
40,0.003590,0.012120
41,0.003361,0.013301
42,0.003145,0.013008
43,0.003610,0.011467
44,0.002990,0.011479
45,0.002969,0.011642
46,0.002963,0.011437
47,0.002979,0.012670
48,0.003087,0.011478
49,0.003037,0.013328
50,0.003066,0.011339
51,0.002798,0.011689
52,0.003340,0.012208
53,0.003635,0.013175
54,0.003551,0.011934
55,0.002968,0.011919
56,0.002783,0.011724
57,0.002922,0.011772
58,0.002928,0.013400
59,0.002976,0.011686
60,0.002461,0.011619
