step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.3000,0.9667,305.681,0.1924,54.542,0.0031,122.9317,-2.2145,45.0000,147.1
20000,0.8667,1.0000,502.513,0.1347,421.135,0.0018,250.2696,-2.4092,40.0000,318.2
30000,0.8000,1.0000,501.877,0.1359,491.024,0.0018,178.4874,-2.4398,35.0000,483.9
40000,0.8667,1.0000,542.397,0.1262,434.255,0.0017,187.7070,-2.4233,30.0000,649.4
50000,0.8000,1.0000,500.048,0.1324,460.216,0.0015,247.1220,-2.3968,25.0000,815.3
60000,0.8333,1.0000,547.083,0.1347,511.780,0.0014,270.1579,-2.3928,20.0000,985.4
70000,0.8000,1.0000,513.035,0.1347,522.437,0.0013,578.9714,-2.3890,15.0000,1152.7
80000,0.7667,1.0000,475.677,0.1312,429.804,0.0012,242.6641,-2.4239,10.0000,1330.7
90000,0.8667,1.0000,510.990,0.1351,443.903,0.0011,807.5903,-2.4330,5.0000,1504.0
100000,0.5000,0.9333,349.447,0.1274,494.327,0.0012,432.5989,-256.4258,0.0000,1674.2
110000,0.6333,0.9000,382.175,0.1185,392.272,0.0278,334.0020,-286.2717,0.0000,1827.9
120000,0.7000,1.0000,484.254,0.1205,339.760,0.1298,323.0556,-253.8802,0.0000,1979.9
130000,0.6333,0.9000,407.223,0.1174,378.025,0.1185,525.4398,-226.0620,0.0000,2134.8
140000,0.7000,0.9333,434.368,0.1190,412.981,0.1168,534.6622,-229.0529,0.0000,2291.8
150000,0.6667,0.9667,466.993,0.1386,510.554,0.1191,444.0540,-218.9013,0.0000,2444.7
160000,0.5667,0.9333,382.314,0.1288,437.112,0.1154,506.4905,-225.6746,0.0000,2590.6
170000,0.6333,0.9667,432.691,0.1276,356.763,0.1139,520.9235,-208.5930,0.0000,2725.6
180000,0.7000,0.9667,475.543,0.1287,329.831,0.1116,536.0456,-219.5916,0.0000,2882.1
190000,0.6333,1.0000,469.147,0.1347,488.775,0.1138,365.4608,-209.9158,0.0000,3059.5
200000,0.7000,0.9333,494.969,0.1317,525.455,0.1063,370.5636,-213.4640,0.0000,3240.1
