step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.1250,-39.472,0.0072,-52.334,0.0641,0.0526,4.6406,0.0,249.1
3000,0.0000,0.1250,-21.137,0.0091,-24.644,0.0425,0.4023,7.2732,0.0,638.2
4500,0.0000,0.5625,4.361,0.0062,7.593,0.0298,0.3012,7.5253,0.0,917.5
6000,0.0000,0.8438,25.549,0.0030,22.312,0.0215,1.4527,6.0610,0.0,1197.4
7500,0.0000,1.0000,36.175,0.0038,30.164,0.0160,2.4322,4.4979,0.0,1472.5
9000,0.0000,1.0000,52.486,0.0822,48.051,0.0121,1.3282,2.8598,0.0,1742.7
10500,0.0000,0.6875,96.226,0.3235,70.248,0.0103,1.4682,1.4194,0.0,2028.0
12000,0.0000,0.9375,125.893,0.2814,157.866,0.0160,3.8553,-2.1605,0.0,2323.0
13500,0.7188,1.0000,402.901,0.1900,403.552,0.0270,8.6734,-6.9217,0.0,2616.1
15000,1.0000,1.0000,600.866,0.1355,403.705,0.0425,6.2265,-17.9404,0.0,2898.1
