epoch,train_mse,val_mse
1,0.084211,0.040833
2,0.037594,0.034310
3,0.031863,0.028942
4,0.027388,0.027007
5,0.024279,0.025208
6,0.021917,0.022568
7,0.019718,0.021573
8,0.018375,0.019744
9,0.017072,0.018194
10,0.016065,0.018198
11,0.015011,0.018392
12,0.014348,0.017627
13,0.013774,0.016912
14,0.013558,0.018219
15,0.013108,0.015343
16,0.012297,0.015020
17,0.012120,0.016599
18,0.011810,0.015607
19,0.011326,0.014344
20,0.011335,0.014926
21,0.011229,0.015992
22,0.010543,0.014795
23,0.010499,0.015465
24,0.010408,0.014952
25,0.010399,0.014341
26,0.009813,0.015109
27,0.010179,0.014501
28,0.009666,0.014201
29,0.009622,0.013828
30,0.009493,0.014713
31,0.009518,0.014735
32,0.009369,0.013960
33,0.009092,0.014020
34,0.008985,0.015270
35,0.009124,0.015583
36,0.008569,0.015200
37,0.008998,0.014293
38,0.008488,0.014564
39,0.008402,0.014944
40,0.008395,0.014514
41,0.008351,0.015113
42,0.008708,0.016204
43,0.007877,0.014884
44,0.007965,0.016022
45,0.007585,0.015009
46,0.007961,0.014547
47,0.007875,0.014722
48,0.007715,0.015246
49,0.007226,0.014779
50,0.007126,0.015682
51,0.007257,0.016351
52,0.007291,0.015270
53,0.006910,0.014599
54,0.007092,0.015592
55,0.008184,0.014687
56,0.007060,0.016003
57,0.006832,0.016492
58,0.007004,0.015198
59,0.006756,0.016085
60,0.006519,0.015515
