epoch,train_mse,val_mse
1,0.067860,0.025164
2,0.024083,0.023401
3,0.023273,0.023719
4,0.022624,0.021386
5,0.021696,0.021330
6,0.021213,0.022012
7,0.021092,0.021926
8,0.020725,0.020538
9,0.020504,0.020563
10,0.020275,0.020746
11,0.020500,0.020891
12,0.020240,0.021201
13,0.020487,0.020626
14,0.020272,0.020209
15,0.020134,0.020127
16,0.019879,0.021174
17,0.020299,0.019955
18,0.019908,0.020405
19,0.019972,0.020905
20,0.020043,0.020435
21,0.019370,0.019900
22,0.019359,0.019867
23,0.019311,0.019730
24,0.019388,0.019482
25,0.019023,0.019513
26,0.019379,0.019656
27,0.019153,0.021539
28,0.018926,0.019362
29,0.018696,0.019689
30,0.018636,0.021472
31,0.018699,0.020129
32,0.018700,0.020237
33,0.018705,0.020597
34,0.018489,0.019817
35,0.018361,0.020029
36,0.018060,0.019630
37,0.018475,0.019585
38,0.018331,0.020100
39,0.017949,0.019302
40,0.017585,0.019537
41,0.017629,0.020002
42,0.018120,0.022485
43,0.017267,0.019313
44,0.017472,0.020148
45,0.017214,0.019694
46,0.017306,0.020420
47,0.017058,0.019165
48,0.016971,0.019683
49,0.016753,0.020416
50,0.017017,0.021619
51,0.016884,0.019451
52,0.017602,0.020099
53,0.016687,0.019867
54,0.016915,0.021978
55,0.017001,0.020513
56,0.016141,0.020007
57,0.015951,0.020481
58,0.015795,0.019361
59,0.016333,0.019887
60,0.016096,0.020129
