epoch,train_mse,val_mse
1,0.078824,0.043819
2,0.039830,0.040272
3,0.037284,0.039526
4,0.036247,0.039318
5,0.035816,0.037052
6,0.034088,0.036818
7,0.033646,0.037350
8,0.032841,0.036761
9,0.031849,0.036943
10,0.031625,0.036716
11,0.030627,0.035087
12,0.030353,0.036584
13,0.029551,0.037080
14,0.029095,0.035530
15,0.029035,0.035458
16,0.028392,0.035062
17,0.028066,0.035980
18,0.027317,0.035550
19,0.027099,0.035383
20,0.026426,0.035215
21,0.025617,0.036229
22,0.025564,0.036180
23,0.024778,0.035209
24,0.024817,0.034441
25,0.024061,0.034274
26,0.023526,0.034998
27,0.023167,0.035189
28,0.022467,0.034692
29,0.022728,0.034662
30,0.022573,0.034241
31,0.022097,0.035461
32,0.021488,0.033313
33,0.021432,0.034095
34,0.020576,0.033570
35,0.020591,0.034707
36,0.020251,0.033487
37,0.020229,0.033552
38,0.019020,0.033757
39,0.019144,0.033047
40,0.019103,0.033634
41,0.019040,0.032510
42,0.018671,0.033569
43,0.018254,0.033378
44,0.017670,0.034174
45,0.017487,0.033007
46,0.017156,0.032157
47,0.017259,0.032586
48,0.016676,0.033650
49,0.016541,0.033013
50,0.016385,0.033627
51,0.016028,0.032699
52,0.015806,0.032499
53,0.015563,0.033631
54,0.016143,0.033847
55,0.015854,0.033623
56,0.015557,0.033535
57,0.015141,0.033501
58,0.015151,0.033939
59,0.014877,0.033427
60,0.014822,0.033080
