step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-72.391,0.0011,-84.900,0.1500,0.0481,3.1717,0.0,160.7
3000,0.0000,0.0000,-66.028,0.0016,-77.674,0.1500,0.1226,6.0414,0.0,323.7
4500,0.0000,0.0312,-48.680,0.0029,-66.456,0.1500,0.2815,8.3664,0.0,495.9
6000,0.0000,0.0312,-38.627,0.0045,-61.446,0.1500,0.5596,10.1166,0.0,680.1
7500,0.0000,0.1562,-30.908,0.0058,-60.110,0.1500,0.5494,11.7354,0.0,868.2
9000,0.0000,0.1875,-25.441,0.0030,-52.205,0.1500,1.1776,11.4496,0.0,1056.4
10500,0.0000,0.1250,-21.544,0.0042,-39.315,0.1500,1.9411,13.0450,0.0,1239.4
12000,0.0000,0.2188,-19.397,0.0036,-35.562,0.1500,2.1564,12.8220,0.0,1416.3
13500,0.0000,0.2500,-12.538,0.0036,-30.411,0.1500,1.7438,12.4899,0.0,1592.4
15000,0.0000,0.3750,-12.287,0.0031,-31.381,0.1500,2.0172,12.0475,0.0,1772.3
