epoch,train_mse,val_mse
1,0.058798,0.013986
2,0.009193,0.009751
3,0.007575,0.007974
4,0.006423,0.008159
5,0.006075,0.007966
6,0.005655,0.006452
7,0.004877,0.006178
8,0.004914,0.007205
9,0.004464,0.006557
10,0.004512,0.006026
11,0.004131,0.007487
12,0.004314,0.007067
13,0.003884,0.007382
14,0.003940,0.006953
15,0.003564,0.006223
16,0.003971,0.007034
17,0.003512,0.008158
18,0.003343,0.006362
19,0.003281,0.006067
20,0.003787,0.008143
21,0.003213,0.007699
22,0.003126,0.006594
23,0.003125,0.006452
24,0.003234,0.006433
25,0.003272,0.006117
26,0.003352,0.006415
27,0.003293,0.009071
28,0.002922,0.005523
29,0.002926,0.006717
30,0.002793,0.007062
31,0.003491,0.008292
32,0.003104,0.006664
33,0.002860,0.005742
34,0.002837,0.005972
35,0.002812,0.006297
36,0.002761,0.005829
37,0.003023,0.006949
38,0.002695,0.006809
39,0.002859,0.005875
40,0.002914,0.006230
41,0.002454,0.006827
42,0.002777,0.007311
43,0.002779,0.006487
44,0.002475,0.005753
45,0.002391,0.006085
46,0.002762,0.007405
47,0.002478,0.005660
48,0.002221,0.006519
49,0.002218,0.006957
50,0.002637,0.006257
51,0.002581,0.006312
52,0.002299,0.006924
53,0.002831,0.006933
54,0.002407,0.005185
55,0.002920,0.005391
56,0.003335,0.008020
57,0.002663,0.006869
58,0.002206,0.005735
59,0.002896,0.006417
60,0.002128,0.006310
