epoch,train_mse,val_mse
1,0.125264,0.082458
2,0.070055,0.071686
3,0.060711,0.068170
4,0.054934,0.066353
5,0.050570,0.064495
6,0.046300,0.062673
7,0.042863,0.062245
8,0.040462,0.063939
9,0.038144,0.064968
10,0.035865,0.064218
11,0.034184,0.064087
12,0.032360,0.065040
13,0.031778,0.067068
14,0.030326,0.065990
15,0.029323,0.066882
16,0.027787,0.067462
17,0.027392,0.068732
18,0.026234,0.065603
19,0.024823,0.069643
20,0.024235,0.067067
21,0.022947,0.068738
22,0.022595,0.069501
23,0.022313,0.072142
24,0.022765,0.064254
25,0.023225,0.068960
26,0.022661,0.067713
27,0.021383,0.070664
28,0.021267,0.069592
29,0.020444,0.067719
30,0.019808,0.068881
31,0.019109,0.067883
32,0.018637,0.068481
33,0.018434,0.069733
34,0.018141,0.070985
35,0.017907,0.069623
36,0.017628,0.069621
37,0.017559,0.069683
38,0.017492,0.070786
39,0.017063,0.069778
40,0.017064,0.070092
41,0.016993,0.071058
42,0.016766,0.071361
43,0.016736,0.071699
44,0.016456,0.070928
45,0.016674,0.070888
46,0.017179,0.073443
47,0.028991,0.075622
48,0.031928,0.066945
49,0.024335,0.066289
50,0.021153,0.070461
51,0.019710,0.070506
52,0.018332,0.072654
53,0.017539,0.069221
54,0.017413,0.069058
55,0.016655,0.067894
56,0.016206,0.068474
57,0.015905,0.068526
58,0.015792,0.068588
59,0.015575,0.069349
60,0.015475,0.069009
