step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.6667,-6.103,0.0073,-14.910,0.0227,0.1482,13.0789,0.0000,192.5
20000,0.0000,0.7000,-4.291,0.0035,-11.744,0.0343,0.9025,5.9781,0.0000,365.1
30000,0.0000,0.6667,1.693,0.0050,16.713,0.0444,1.8395,1.3514,0.0000,546.1
40000,0.0000,0.8000,6.772,0.0064,16.098,0.0482,2.5572,-0.6623,0.0000,723.6
50000,0.0000,0.9333,14.296,0.0095,9.397,0.0476,2.0368,-1.3038,0.0000,892.1
60000,0.0000,0.7333,5.699,0.0076,17.042,0.0478,3.2611,-1.0370,0.0000,1056.7
70000,0.0000,0.8333,19.172,0.0071,19.307,0.0503,3.1704,-1.0196,0.0000,1227.9
80000,0.0000,0.8667,13.509,0.0061,18.129,0.0501,2.9966,-1.3528,0.0000,1407.5
90000,0.0000,0.6333,4.779,0.0055,12.118,0.0492,2.1741,-1.0147,0.0000,1586.4
100000,0.0000,0.8000,20.956,0.0071,11.893,0.0497,2.8991,-1.7792,0.0000,1764.1
