step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-44.065,0.0076,-51.851,0.0641,0.0779,4.5402,0.0,278.4
3000,0.0000,0.4062,-10.560,0.0090,-19.916,0.0427,0.5324,6.9236,0.0,570.3
4500,0.0000,0.6875,14.967,0.0034,16.700,0.0304,1.6458,6.8727,0.0,844.3
6000,0.0000,0.8750,26.339,0.0024,20.896,0.0223,0.3482,5.3875,0.0,1114.3
7500,0.0000,0.8438,20.087,0.0034,21.595,0.0164,2.0300,3.3585,0.0,1343.8
9000,0.0000,0.8438,22.198,0.0031,24.129,0.0125,3.0336,2.2379,0.0,1550.2
10500,0.0000,0.9375,26.628,0.0030,27.684,0.0101,1.9979,0.3261,0.0,1760.6
12000,0.0000,0.9062,27.879,0.0023,27.893,0.0092,3.2751,-0.5473,0.0,1970.2
13500,0.0000,0.9688,27.825,0.0021,24.377,0.0096,4.9933,-1.6405,0.0,2198.5
15000,0.0000,1.0000,30.934,0.0025,25.706,0.0094,0.8049,-2.6432,0.0,2468.9
