epoch,train_mse,val_mse
1,0.072163,0.043790
2,0.040512,0.039886
3,0.036056,0.036790
4,0.032837,0.034700
5,0.030614,0.032286
6,0.027983,0.029256
7,0.025106,0.026237
8,0.021369,0.021971
9,0.017707,0.019454
10,0.014751,0.015383
11,0.012359,0.013225
12,0.010054,0.010912
13,0.008400,0.009590
14,0.007485,0.008937
15,0.006706,0.008993
16,0.006318,0.007903
17,0.006074,0.007006
18,0.005786,0.007207
19,0.005562,0.007084
20,0.005472,0.006590
21,0.005204,0.006542
22,0.005086,0.006451
23,0.005178,0.006621
24,0.004961,0.006201
25,0.005173,0.007688
26,0.004837,0.007152
27,0.004880,0.006509
28,0.004866,0.006538
29,0.004879,0.006763
30,0.004755,0.006396
31,0.004844,0.006556
32,0.004601,0.006450
33,0.004426,0.006262
34,0.004492,0.006402
35,0.004461,0.006043
36,0.004257,0.006362
37,0.004352,0.006555
38,0.004256,0.006497
39,0.004305,0.006888
40,0.004291,0.006215
41,0.004131,0.006118
42,0.004219,0.006544
43,0.004156,0.006771
44,0.004118,0.006633
45,0.004230,0.006218
46,0.004090,0.005982
47,0.004411,0.005730
48,0.004195,0.006586
49,0.004121,0.005623
50,0.003942,0.006689
51,0.004116,0.007238
52,0.003728,0.006762
53,0.003988,0.006466
54,0.004013,0.006008
55,0.003980,0.007350
56,0.004202,0.006137
57,0.003770,0.006065
58,0.003946,0.007867
59,0.004094,0.005979
60,0.003816,0.006540
