step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1333,-67.540,0.0056,-69.275,0.0077,0.2718,24.8026,0.0000,159.3
20000,0.0000,0.5000,-40.548,0.0108,-36.348,0.0105,0.7958,24.7775,0.0000,382.0
30000,0.0000,0.4667,-25.554,0.0102,-21.539,0.0130,1.3983,22.6603,0.0000,599.4
40000,0.0000,0.6333,-23.753,0.0096,-24.742,0.0145,1.5173,19.8130,0.0000,784.3
50000,0.0000,0.6000,-23.612,0.0089,-22.541,0.0154,1.3862,19.0810,0.0000,963.9
60000,0.0000,0.6000,-19.834,0.0094,-19.049,0.0154,1.5678,16.8334,0.0000,1144.9
70000,0.0000,0.7333,-16.287,0.0090,-20.330,0.0151,2.3980,17.7356,0.0000,1313.7
80000,0.0000,0.6333,-14.751,0.0087,-17.065,0.0149,1.6359,17.8065,0.0000,1479.5
90000,0.0000,0.6333,-22.581,0.0098,-19.080,0.0154,2.2958,17.5709,0.0000,1661.1
100000,0.0000,0.7000,-5.089,0.0127,-23.879,0.0155,2.1708,17.9223,0.0000,1834.7
110000,0.0000,0.6333,-21.280,0.0081,1.452,0.0153,3.0680,17.4942,0.0000,1985.9
120000,0.0000,0.7000,-9.969,0.0202,-15.067,0.0156,3.7366,17.2543,0.0000,2129.4
130000,0.0000,0.6333,-11.127,0.0251,-4.322,0.0168,3.3442,17.1335,0.0000,2273.1
140000,0.0000,0.8000,-13.373,0.0270,-13.876,0.0167,4.2717,17.0537,0.0000,2416.1
150000,0.0000,0.8333,-12.806,0.0112,-9.647,0.0190,5.3207,17.2577,0.0000,2560.8
160000,0.0333,0.6667,0.051,0.0359,7.119,0.0190,4.7834,17.9433,0.0000,2704.7
170000,0.0000,0.7333,27.601,0.0672,9.082,0.0225,9.1581,17.3349,0.0000,2848.2
180000,0.0667,0.7667,41.635,0.0849,26.898,0.0287,47.3424,13.7992,0.0000,2990.6
190000,0.1667,0.7333,89.960,0.0717,41.936,0.0292,18.6240,14.3179,0.0000,3134.4
200000,0.1000,0.6667,27.871,0.0889,75.691,0.0356,24.5496,11.7663,0.0000,3275.5
