epoch,train_mse,val_mse
1,0.051048,0.012149
2,0.008795,0.010353
3,0.007256,0.009144
4,0.006457,0.008787
5,0.006139,0.008427
6,0.005780,0.008453
7,0.005762,0.009148
8,0.005297,0.008380
9,0.005116,0.008934
10,0.004726,0.008308
11,0.004735,0.007723
12,0.004410,0.008546
13,0.004331,0.008645
14,0.004203,0.008599
15,0.004118,0.009035
16,0.004077,0.007653
17,0.004079,0.010149
18,0.003998,0.008433
19,0.003711,0.008917
20,0.003602,0.008920
21,0.003492,0.008819
22,0.003467,0.008996
23,0.003402,0.008816
24,0.003177,0.008605
25,0.003507,0.009477
26,0.002990,0.009010
27,0.003614,0.009920
28,0.003105,0.010055
29,0.003036,0.009279
30,0.002818,0.008607
31,0.003101,0.008937
32,0.002835,0.009864
33,0.003020,0.008870
34,0.002531,0.009328
35,0.002485,0.009515
36,0.002377,0.009402
37,0.002622,0.009152
38,0.002414,0.009955
39,0.002396,0.010849
40,0.002538,0.010496
41,0.002564,0.009338
42,0.002280,0.009900
43,0.002315,0.010217
44,0.002360,0.010127
45,0.002316,0.010120
46,0.002265,0.010580
47,0.002570,0.011211
48,0.002224,0.010745
49,0.002379,0.008711
50,0.002406,0.010540
51,0.002016,0.010814
52,0.002030,0.010930
53,0.002125,0.011415
54,0.002018,0.010961
55,0.001924,0.010881
56,0.001915,0.010595
57,0.001742,0.010641
58,0.001637,0.010460
59,0.001669,0.010661
60,0.001711,0.011672
