step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,1.0000,1.0000,579.129,0.1253,-80.555,0.0033,2823.1770,-2.3491,45.0000,123.8
20000,1.0000,1.0000,574.878,0.1282,-58.150,0.0024,13335.4619,-2.4032,40.0000,268.4
30000,1.0000,1.0000,583.515,0.1264,28.052,0.0013,1762.7161,-2.4446,35.0000,407.7
40000,1.0000,1.0000,574.756,0.1259,221.047,0.0011,255.0802,-2.4617,30.0000,542.5
50000,1.0000,1.0000,594.438,0.1268,384.123,0.0011,226.2104,-2.4589,25.0000,657.6
60000,1.0000,1.0000,604.586,0.1255,679.486,0.0014,171.7123,-2.4506,20.0000,771.7
70000,1.0000,1.0000,581.834,0.1266,715.512,0.0014,196.0259,-2.4736,15.0000,883.9
80000,1.0000,1.0000,562.376,0.1263,729.635,0.0012,266.6457,-2.4839,10.0000,996.4
90000,0.9667,1.0000,588.059,0.1218,736.624,0.0011,156.6240,-2.4800,5.0000,1110.4
100000,0.0000,0.0000,-116.054,0.0000,-112.378,0.0008,255.5548,-401.0776,0.0000,1223.9
110000,0.9000,1.0000,675.732,0.1322,618.353,0.0180,110.0586,-354.8898,0.0000,1330.6
120000,1.0000,1.0000,773.451,0.1243,777.672,0.0897,55.9913,-339.6743,0.0000,1435.4
130000,1.0000,1.0000,768.178,0.1204,768.545,0.0720,181.6502,-343.6660,0.0000,1540.3
140000,1.0000,1.0000,776.414,0.1249,767.535,0.0687,59.2997,-340.3473,0.0000,1644.8
150000,1.0000,1.0000,764.115,0.1170,771.633,0.0684,40.2932,-338.4199,0.0000,1750.7
160000,1.0000,1.0000,772.491,0.1192,765.875,0.0692,38.1107,-348.7323,0.0000,1855.4
170000,1.0000,1.0000,765.296,0.1166,779.889,0.0690,166.2797,-350.2711,0.0000,1961.0
180000,1.0000,1.0000,778.986,0.1316,783.435,0.0677,71.8240,-361.0021,0.0000,2065.2
190000,1.0000,1.0000,777.539,0.1219,782.839,0.0659,64.0402,-353.3520,0.0000,2170.0
200000,0.9667,1.0000,756.350,0.1247,781.116,0.0652,37.4773,-367.2332,0.0000,2272.5
