step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.4333,1.0000,372.965,0.1837,289.959,0.0030,123.1866,-2.1048,45.0000,113.1
20000,1.0000,1.0000,567.951,0.1287,502.081,0.0018,161.2155,-2.4326,40.0000,233.3
30000,1.0000,1.0000,566.183,0.1310,502.534,0.0016,119.2996,-2.4201,35.0000,354.0
40000,0.9333,1.0000,535.644,0.1296,405.883,0.0016,183.1359,-2.4356,30.0000,474.7
50000,1.0000,1.0000,580.490,0.1292,553.646,0.0014,376.5465,-2.4195,25.0000,594.4
60000,0.9667,1.0000,558.662,0.1314,547.273,0.0013,243.9229,-2.4004,20.0000,721.5
70000,1.0000,1.0000,576.253,0.1319,532.268,0.0013,253.6174,-2.4489,15.0000,846.4
80000,0.9000,1.0000,549.397,0.1333,544.514,0.0012,152.9879,-2.4356,10.0000,971.5
90000,0.8333,1.0000,567.120,0.1378,572.672,0.0012,150.9198,-2.4611,5.0000,1096.7
100000,0.7667,0.9667,568.378,0.1316,518.042,0.0012,202.5197,-290.6947,0.0000,1221.5
110000,0.8667,1.0000,567.085,0.1362,467.897,0.0263,170.5077,-320.3460,0.0000,1335.4
120000,0.8000,0.9667,523.928,0.1303,561.926,0.1259,229.5627,-294.6439,0.0000,1448.1
130000,0.7667,0.9667,494.902,0.1247,389.968,0.1115,211.8092,-270.2019,0.0000,1561.3
140000,0.8000,1.0000,511.910,0.1313,473.370,0.1102,208.8649,-287.9165,0.0000,1672.2
150000,0.6667,0.9667,439.813,0.1205,585.630,0.1096,234.2904,-274.5905,0.0000,1783.9
160000,0.8333,1.0000,537.411,0.1357,570.470,0.1067,247.4196,-265.4925,0.0000,1895.7
170000,0.7000,1.0000,485.139,0.1477,421.045,0.1040,182.2501,-279.8602,0.0000,2008.9
180000,0.7000,1.0000,501.418,0.1488,430.147,0.1019,422.1559,-272.6837,0.0000,2127.6
190000,0.7333,1.0000,520.290,0.1415,511.408,0.1066,492.1785,-262.1473,0.0000,2247.7
