step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4667,-23.940,0.0091,-37.630,0.1500,1.2307,14.2104,0.0000,298.0
50000,0.0000,0.6667,-20.116,0.0077,-30.367,0.1500,1.5234,13.7071,0.0000,593.4
75000,0.0000,0.5333,-18.604,0.0091,-31.100,0.1500,2.3979,14.1895,0.0000,886.7
100000,0.0000,0.8000,-14.751,0.0132,-30.278,0.1500,2.5402,13.4684,0.0000,1191.1
125000,0.0000,0.7333,-12.116,0.0082,-30.893,0.1500,3.1806,13.8499,0.0000,1489.2
150000,0.0000,0.7000,-6.218,0.0076,-29.595,0.1500,3.8505,13.6466,0.0000,1793.7
175000,0.0000,0.6667,-11.526,0.0184,-29.195,0.1500,3.5493,13.3767,0.0000,2094.5
200000,0.0000,0.9000,-7.098,0.0103,-14.102,0.1500,3.7585,12.8896,0.0000,2393.7
225000,0.0000,0.6667,-14.688,0.0134,-23.840,0.1500,2.6868,12.1284,0.0000,2695.7
250000,0.0000,0.7667,6.148,0.0601,-4.674,0.1500,6.1568,12.2081,0.0000,3000.8
275000,0.2667,0.8667,165.007,0.0762,73.005,0.1500,24.3623,7.7008,0.0000,3306.7
300000,0.2667,0.6333,168.187,0.0760,183.348,0.1500,150.6182,-13.9374,0.0000,3604.2
