step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.1250,-42.608,0.0020,-66.401,0.1500,0.0260,3.1155,0.0,232.1
3000,0.0000,0.4375,-10.311,0.0097,-40.913,0.1500,0.1892,4.9339,0.0,484.1
4500,0.0000,0.3750,2.006,0.0080,-9.180,0.1500,0.9528,5.3982,0.0,733.0
6000,0.0000,0.6875,16.682,0.0039,16.510,0.1500,2.9029,4.1408,0.0,973.6
7500,0.0000,0.6250,9.662,0.0020,42.348,0.1500,3.4754,2.3004,0.0,1208.3
9000,0.0000,0.5938,12.093,0.0009,20.951,0.1500,3.5087,-0.5629,0.0,1444.8
10500,0.0000,0.7812,21.045,0.0008,20.673,0.1500,0.7258,-2.8666,0.0,1645.7
12000,0.0000,0.8750,67.248,0.1780,48.364,0.1500,1.0965,-4.8350,0.0,1816.6
13500,0.0312,1.0000,139.640,0.2763,86.818,0.1500,1.0211,-6.1880,0.0,1981.3
15000,0.0000,1.0000,133.432,0.2734,143.664,0.1500,9.3935,-8.9714,0.0,2146.8
