epoch,train_mse,val_mse
1,0.066386,0.029085
2,0.021625,0.027267
3,0.020838,0.026009
4,0.019797,0.025542
5,0.019643,0.025172
6,0.019591,0.025091
7,0.019213,0.024815
8,0.019031,0.025017
9,0.019155,0.024807
10,0.018961,0.024285
11,0.018650,0.024758
12,0.018727,0.024482
13,0.018693,0.024199
14,0.018467,0.023911
15,0.018415,0.024428
16,0.018325,0.024796
17,0.018140,0.024123
18,0.017967,0.023962
19,0.018182,0.024250
20,0.017853,0.023467
21,0.018432,0.023668
22,0.018163,0.024558
23,0.017850,0.023854
24,0.018121,0.024207
25,0.017809,0.024157
26,0.017810,0.023526
27,0.017808,0.023560
28,0.017620,0.023920
29,0.017597,0.024875
30,0.017313,0.024181
31,0.017544,0.023564
32,0.017242,0.023475
33,0.017346,0.023991
34,0.017422,0.024152
35,0.017163,0.023655
36,0.017426,0.025056
37,0.017296,0.024256
38,0.016874,0.024274
39,0.016767,0.024159
40,0.017009,0.024744
41,0.016747,0.023785
42,0.016656,0.023559
43,0.016262,0.024246
44,0.016410,0.024071
45,0.016529,0.024769
46,0.016499,0.023914
47,0.016445,0.023864
48,0.016162,0.025073
49,0.016225,0.023838
50,0.015781,0.024280
51,0.015922,0.023604
52,0.015406,0.023899
53,0.015562,0.024790
54,0.016069,0.023715
55,0.015428,0.025227
56,0.015362,0.024728
57,0.015254,0.024276
58,0.015556,0.024681
59,0.015113,0.024672
60,0.015075,0.024327
