epoch,train_mse,val_mse
1,0.067637,0.031548
2,0.022538,0.029310
3,0.020994,0.029749
4,0.020377,0.029310
5,0.019589,0.028309
6,0.019197,0.028333
7,0.019096,0.028028
8,0.018611,0.028597
9,0.018723,0.027201
10,0.019078,0.028443
11,0.018202,0.026269
12,0.018182,0.027332
13,0.018033,0.027573
14,0.018221,0.027333
15,0.017768,0.028090
16,0.017904,0.027245
17,0.017399,0.026777
18,0.017594,0.028724
19,0.017267,0.026884
20,0.016998,0.027159
21,0.017188,0.027649
22,0.016718,0.027468
23,0.016847,0.027930
24,0.017010,0.027371
25,0.016902,0.027287
26,0.016597,0.027165
27,0.017014,0.027381
28,0.016792,0.027697
29,0.016545,0.027229
30,0.016416,0.028482
31,0.016611,0.027661
32,0.016455,0.027927
33,0.016229,0.027373
34,0.016062,0.027905
35,0.016453,0.027616
36,0.016346,0.027533
37,0.015646,0.027674
38,0.015732,0.027412
39,0.015743,0.026852
40,0.015568,0.027305
41,0.015922,0.028810
42,0.015877,0.027151
43,0.015530,0.027192
44,0.015143,0.026788
45,0.015156,0.027494
46,0.015349,0.027200
47,0.014947,0.027844
48,0.015295,0.027364
49,0.014948,0.027784
50,0.014909,0.027365
51,0.014366,0.026958
52,0.014421,0.028362
53,0.014725,0.028067
54,0.014686,0.028401
55,0.014524,0.027481
56,0.014450,0.026750
57,0.014086,0.027620
58,0.014010,0.029265
59,0.013848,0.027887
60,0.013964,0.027894
