epoch,train_mse,val_mse
1,0.038648,0.009910
2,0.008001,0.008150
3,0.006920,0.007192
4,0.005857,0.007371
5,0.005596,0.007823
6,0.005189,0.005469
7,0.004678,0.004723
8,0.004241,0.005091
9,0.004076,0.004438
10,0.003889,0.004969
11,0.003605,0.004512
12,0.003338,0.004452
13,0.003379,0.004216
14,0.003469,0.004326
15,0.003205,0.005093
16,0.003233,0.004214
17,0.003246,0.004858
18,0.003279,0.003659
19,0.003384,0.003861
20,0.002950,0.004112
21,0.002820,0.003874
22,0.002789,0.003721
23,0.002799,0.004066
24,0.002535,0.004219
25,0.002426,0.004047
26,0.002272,0.004327
27,0.002671,0.003468
28,0.002731,0.004088
29,0.002475,0.004570
30,0.002435,0.004017
31,0.002944,0.006201
32,0.002709,0.003752
33,0.002488,0.003964
34,0.002154,0.003902
35,0.002293,0.004537
36,0.002050,0.003652
37,0.001985,0.004684
38,0.002094,0.004414
39,0.002025,0.004796
40,0.002098,0.003788
41,0.001967,0.005588
42,0.001769,0.004113
43,0.001891,0.004483
44,0.002567,0.005497
45,0.002050,0.003865
46,0.001764,0.003736
47,0.001978,0.004542
48,0.001828,0.003929
49,0.002156,0.003651
50,0.001694,0.004121
51,0.002033,0.004615
52,0.002048,0.004497
53,0.001826,0.003496
54,0.002125,0.005149
55,0.001621,0.004101
56,0.001501,0.004849
57,0.001422,0.004049
58,0.001319,0.004005
59,0.001345,0.006068
60,0.001845,0.004506
