step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8333,1.480,0.0103,-29.175,0.3000,0.1160,-3.2841,0.0000,93.5
20000,0.0000,0.8333,22.397,0.0551,17.528,0.3000,0.6678,-13.4207,0.0000,186.6
30000,0.9333,1.0000,678.543,0.1462,597.716,0.3000,40.0915,-66.2234,0.0000,277.1
40000,0.9000,0.9667,653.467,0.1415,639.726,0.3000,79.3864,-168.3099,0.0000,366.4
50000,1.0000,1.0000,729.278,0.1321,614.113,0.3000,92.8106,-211.4827,0.0000,456.3
60000,0.9333,1.0000,704.367,0.1368,691.126,0.3000,87.4599,-267.3455,0.0000,545.8
70000,0.9333,1.0000,715.606,0.1311,668.188,0.3000,73.6002,-285.8541,0.0000,635.8
80000,1.0000,1.0000,749.453,0.1348,722.242,0.3000,60.8400,-302.1905,0.0000,726.2
90000,0.9667,1.0000,741.129,0.1328,712.343,0.3000,49.8124,-323.1624,0.0000,816.7
100000,1.0000,1.0000,755.942,0.1297,719.090,0.3000,65.3767,-331.8232,0.0000,907.9
