epoch,train_mse,val_mse
1,0.074045,0.034368
2,0.027822,0.025939
3,0.022247,0.023157
4,0.019237,0.023360
5,0.017535,0.020858
6,0.015809,0.022750
7,0.014254,0.021715
8,0.013351,0.023833
9,0.013070,0.020565
10,0.011701,0.022791
11,0.011238,0.022057
12,0.010365,0.023572
13,0.009936,0.023600
14,0.009049,0.024978
15,0.008727,0.025248
16,0.008452,0.025675
17,0.007700,0.024675
18,0.006972,0.023392
19,0.006663,0.024163
20,0.006333,0.024347
21,0.006318,0.025433
22,0.006281,0.024025
23,0.006659,0.026074
24,0.006613,0.025237
25,0.006787,0.026293
26,0.007020,0.026750
27,0.005808,0.026807
28,0.005519,0.025190
29,0.005228,0.025541
30,0.005520,0.024516
31,0.005205,0.025533
32,0.004967,0.026871
33,0.004811,0.026853
34,0.005078,0.025730
35,0.005687,0.025398
36,0.006705,0.026032
37,0.005981,0.026917
38,0.005405,0.024722
39,0.004694,0.025149
40,0.004338,0.023846
41,0.004066,0.024661
42,0.003983,0.024644
43,0.004014,0.025275
44,0.003927,0.025187
45,0.003774,0.025526
46,0.003703,0.025165
47,0.003660,0.025135
48,0.003481,0.025818
49,0.003604,0.025287
50,0.003426,0.025247
51,0.003384,0.025119
52,0.003319,0.025594
53,0.003308,0.025516
54,0.003266,0.025436
55,0.003202,0.025254
56,0.003212,0.025576
57,0.003181,0.025523
58,0.003157,0.025569
59,0.003103,0.025611
60,0.003106,0.025709
