step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0938,-56.283,0.0004,-79.250,0.3000,0.0367,-0.0879,0.0,153.9
3000,0.0000,0.1250,-25.259,0.0089,-60.437,0.3000,0.0758,-0.1256,0.0,312.2
4500,0.0000,0.7188,13.886,0.0029,-30.328,0.3000,0.1753,-0.8179,0.0,474.1
6000,0.0000,0.5938,2.833,0.0034,-8.337,0.3000,0.4705,-2.0989,0.0,637.4
7500,0.0000,0.6875,8.225,0.0013,5.207,0.3000,1.0295,-4.6513,0.0,801.5
9000,0.0938,0.5938,26.580,0.0466,26.366,0.3000,2.2046,-7.0625,0.0,964.7
10500,0.0000,1.0000,123.751,0.2770,39.654,0.3000,3.5304,-9.6171,0.0,1128.9
12000,0.0000,1.0000,112.480,0.2909,71.720,0.3000,3.7437,-13.0184,0.0,1294.8
13500,0.0000,1.0000,160.821,0.1988,157.425,0.3000,5.8866,-15.5930,0.0,1461.1
15000,0.9375,1.0000,579.179,0.1510,565.156,0.3000,39.4363,-21.4832,0.0,1628.2
