epoch,train_mse,val_mse
1,0.065840,0.026663
2,0.022203,0.023840
3,0.021188,0.023166
4,0.020382,0.022991
5,0.019844,0.022456
6,0.019433,0.022503
7,0.019404,0.022554
8,0.019219,0.022313
9,0.018861,0.022232
10,0.018739,0.022368
11,0.018832,0.022221
12,0.018748,0.022627
13,0.018979,0.022212
14,0.018668,0.022244
15,0.018562,0.022013
16,0.018339,0.022036
17,0.018339,0.022742
18,0.018365,0.022965
19,0.018056,0.022490
20,0.018530,0.022220
21,0.018101,0.021983
22,0.018033,0.022312
23,0.018286,0.022952
24,0.018089,0.022750
25,0.017861,0.022427
26,0.017882,0.022310
27,0.017938,0.022257
28,0.017651,0.022518
29,0.017454,0.021998
30,0.017299,0.022729
31,0.017480,0.022504
32,0.017334,0.022556
33,0.017179,0.023369
34,0.016958,0.022478
35,0.017096,0.022552
36,0.016924,0.022865
37,0.016696,0.022977
38,0.016686,0.024017
39,0.016471,0.022795
40,0.016407,0.023046
41,0.016541,0.023079
42,0.016291,0.023267
43,0.015893,0.022663
44,0.016724,0.022789
45,0.016342,0.023552
46,0.016235,0.023341
47,0.016069,0.025117
48,0.016236,0.022535
49,0.015656,0.025040
50,0.015850,0.024535
51,0.015929,0.023781
52,0.015539,0.024315
53,0.014887,0.024057
54,0.014922,0.022989
55,0.014742,0.023732
56,0.014523,0.023418
57,0.014586,0.024263
58,0.014436,0.025233
59,0.014025,0.024706
60,0.013934,0.024768
