step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.7333,0.9667,449.340,0.1595,-35.657,0.0030,98.8819,-2.2693,45.0000,166.2
20000,0.7000,1.0000,492.382,0.1316,490.845,0.0019,115.4707,-2.4212,40.0000,341.5
30000,0.9333,1.0000,552.513,0.1292,469.549,0.0017,283.3776,-2.4484,35.0000,544.9
40000,0.9667,1.0000,567.038,0.1273,538.660,0.0016,150.6974,-2.4418,30.0000,722.3
50000,0.9667,1.0000,566.188,0.1286,415.687,0.0015,204.9852,-2.4247,25.0000,894.8
60000,1.0000,1.0000,581.268,0.1283,576.576,0.0014,252.4177,-2.3920,20.0000,1072.5
70000,1.0000,1.0000,601.213,0.1305,505.804,0.0013,215.0933,-2.4546,15.0000,1242.4
80000,1.0000,1.0000,604.386,0.1280,497.989,0.0012,246.5188,-2.4496,10.0000,1394.3
90000,0.9333,1.0000,635.060,0.1289,607.975,0.0011,223.2604,-2.4132,5.0000,1544.3
100000,0.3667,0.9667,316.732,0.1656,530.469,0.0011,161.7585,-281.2563,0.0000,1693.6
110000,0.5000,0.9667,365.083,0.1462,329.707,0.0244,280.6269,-313.0512,0.0000,1833.7
120000,0.6667,0.9667,483.036,0.1541,558.860,0.1147,232.8689,-276.2197,0.0000,1974.4
130000,0.7000,1.0000,466.132,0.1454,529.668,0.1052,258.9951,-261.7842,0.0000,2115.1
140000,0.7000,1.0000,483.871,0.1441,549.679,0.1031,310.3109,-273.4822,0.0000,2254.9
150000,0.8000,1.0000,563.541,0.1511,443.683,0.1031,177.6768,-264.5460,0.0000,2393.8
160000,0.7333,1.0000,546.735,0.1307,537.122,0.1011,194.1814,-269.5591,0.0000,2535.5
170000,0.7333,1.0000,549.543,0.1399,489.882,0.0983,305.6225,-257.5302,0.0000,2672.3
180000,0.8000,1.0000,560.759,0.1433,580.557,0.0959,483.3118,-263.6211,0.0000,2808.6
190000,0.6667,1.0000,498.922,0.1325,539.446,0.0987,234.4399,-246.1391,0.0000,2941.3
200000,0.7667,1.0000,555.522,0.1476,485.783,0.0967,369.4902,-269.4722,0.0000,3072.8
