step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-38.632,0.0012,-49.649,0.0642,0.1320,4.4223,0.0,181.8
3000,0.0000,0.6875,5.589,0.0029,10.416,0.0500,0.6834,6.3674,0.0,347.7
4500,0.0000,0.6875,14.018,0.0022,20.177,0.0500,0.2885,5.6580,0.0,512.7
6000,0.0000,0.4688,5.418,0.0007,22.497,0.0500,2.3045,4.7473,0.0,675.7
7500,0.0000,0.9375,28.502,0.0011,29.770,0.0500,0.8562,2.4455,0.0,839.0
9000,0.0000,0.9375,30.687,0.0015,20.630,0.0500,2.7780,0.5066,0.0,1002.8
10500,0.0000,0.9062,50.300,0.1402,29.474,0.0500,1.5722,-0.9864,0.0,1166.5
12000,0.0000,1.0000,108.589,0.2493,81.703,0.0500,4.3464,-2.9426,0.0,1329.2
13500,0.0000,1.0000,69.132,0.2706,100.688,0.0500,10.1874,-8.5966,0.0,1490.8
15000,0.0000,1.0000,102.940,0.3082,66.034,0.0568,15.1412,-17.0890,0.0,1656.6
