step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1667,-51.785,0.0047,-59.733,0.1500,0.3828,15.6548,0.0000,112.2
20000,0.0000,0.7000,-25.627,0.0081,-34.951,0.1500,1.3548,15.8339,0.0000,222.4
30000,0.0000,0.6000,-22.871,0.0111,-39.721,0.1500,1.9006,15.4076,0.0000,343.4
40000,0.0000,0.7333,9.999,0.0776,-33.128,0.1500,2.8111,14.3129,0.0000,464.4
50000,0.0000,0.6000,-13.633,0.0150,-28.720,0.1500,2.5952,15.0502,0.0000,590.3
60000,0.0000,0.7000,4.024,0.0580,16.635,0.1500,4.2919,13.1766,0.0000,709.9
70000,0.0333,0.8333,34.347,0.0509,-4.657,0.1500,12.5454,13.1285,0.0000,829.3
80000,0.2333,0.7667,138.654,0.0863,107.266,0.1500,14.8588,12.7808,0.0000,940.6
90000,0.3000,0.7000,187.837,0.0810,108.325,0.1500,65.4299,5.3264,0.0000,1057.1
100000,0.4000,0.7000,238.197,0.1151,208.159,0.1500,55.7400,-1.5904,0.0000,1176.7
