epoch,train_mse,val_mse
1,0.093080,0.040755
2,0.036735,0.032074
3,0.030877,0.029376
4,0.027008,0.026439
5,0.023231,0.021064
6,0.018905,0.015535
7,0.014454,0.012009
8,0.011536,0.011268
9,0.010149,0.009179
10,0.009460,0.008213
11,0.008220,0.008960
12,0.007520,0.008378
13,0.006853,0.008523
14,0.006609,0.008034
15,0.006290,0.007796
16,0.006315,0.007491
17,0.005740,0.007004
18,0.005446,0.007902
19,0.005402,0.007654
20,0.004828,0.008131
21,0.004597,0.007022
22,0.004567,0.006562
23,0.004319,0.008326
24,0.004791,0.007682
25,0.004826,0.007176
26,0.005184,0.008099
27,0.005437,0.009581
28,0.004813,0.006638
29,0.004432,0.008054
30,0.004218,0.007246
31,0.004311,0.006629
32,0.004049,0.006486
33,0.004199,0.006810
34,0.003997,0.006932
35,0.003653,0.007418
36,0.003522,0.006850
37,0.003682,0.006586
38,0.003463,0.006481
39,0.003428,0.007314
40,0.003235,0.006887
41,0.003761,0.007888
42,0.003327,0.006676
43,0.003105,0.007416
44,0.003274,0.006852
45,0.003104,0.006778
46,0.002934,0.006958
47,0.004072,0.008061
48,0.004432,0.007432
49,0.003465,0.007333
50,0.003731,0.007247
51,0.002977,0.006584
52,0.003456,0.007754
53,0.003160,0.007363
54,0.002970,0.006806
55,0.003308,0.007322
56,0.002776,0.006936
57,0.002986,0.007089
58,0.003239,0.008485
59,0.002877,0.007514
60,0.003308,0.006649
