step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.9333,1.0000,547.478,0.1333,413.075,0.0029,115.6498,-2.1356,45.0000,145.2
20000,1.0000,1.0000,553.230,0.1319,508.018,0.0017,147.3676,-2.4242,40.0000,316.2
30000,0.9667,1.0000,565.064,0.1303,545.847,0.0016,165.4864,-2.4483,35.0000,482.0
40000,0.9667,1.0000,540.777,0.1297,510.085,0.0015,143.1411,-2.4323,30.0000,649.2
50000,1.0000,1.0000,555.737,0.1292,565.018,0.0014,189.8326,-2.4177,25.0000,813.1
60000,0.9667,1.0000,561.466,0.1298,555.066,0.0013,268.9412,-2.3900,20.0000,979.2
70000,0.9667,1.0000,581.368,0.1309,562.641,0.0012,224.9240,-2.4370,15.0000,1147.7
80000,0.9333,0.9667,593.311,0.1275,540.580,0.0012,204.0924,-2.4313,10.0000,1320.9
90000,1.0000,1.0000,621.688,0.1345,560.698,0.0011,148.7746,-2.4345,5.0000,1498.2
100000,0.5333,0.9667,410.265,0.1433,472.472,0.0011,249.3982,-309.3881,0.0000,1666.9
110000,0.6333,0.9333,388.864,0.1100,397.766,0.0252,244.2684,-319.2838,0.0000,1824.1
120000,0.8000,1.0000,521.065,0.1282,421.226,0.1519,738.5179,-300.3813,0.0000,1977.6
130000,0.9000,1.0000,581.789,0.1413,488.490,0.1384,271.1555,-266.9650,0.0000,2134.6
140000,0.9000,1.0000,601.557,0.1439,523.692,0.1358,495.2664,-265.5802,0.0000,2290.6
150000,0.7667,1.0000,539.490,0.1369,574.911,0.1291,224.5796,-273.5071,0.0000,2446.9
160000,0.8667,1.0000,571.042,0.1407,481.746,0.1265,185.6962,-269.0881,0.0000,2593.5
170000,0.9000,1.0000,616.018,0.1370,564.862,0.1291,294.7575,-274.5145,0.0000,2730.7
180000,0.7667,1.0000,520.810,0.1362,602.724,0.1274,209.0418,-270.1970,0.0000,2917.7
190000,0.7000,1.0000,536.696,0.1349,529.969,0.1271,245.0514,-270.4186,0.0000,3148.1
200000,0.7333,1.0000,561.134,0.1455,525.964,0.1217,263.6616,-264.9800,0.0000,3337.5
