epoch,train_mse,val_mse
1,0.058248,0.020177
2,0.016556,0.015972
3,0.014312,0.014952
4,0.012906,0.014736
5,0.012081,0.013675
6,0.011601,0.013554
7,0.011352,0.015025
8,0.010778,0.014541
9,0.010878,0.012973
10,0.010609,0.013567
11,0.010061,0.013657
12,0.009946,0.013401
13,0.009845,0.013055
14,0.009848,0.013526
15,0.009684,0.013399
16,0.010249,0.013950
17,0.009278,0.015357
18,0.009277,0.016618
19,0.009651,0.013788
20,0.008910,0.014098
21,0.009309,0.014356
22,0.008868,0.013982
23,0.009258,0.017319
24,0.008987,0.013628
25,0.008787,0.014018
26,0.008453,0.014904
27,0.008448,0.013712
28,0.008297,0.014669
29,0.009009,0.013632
30,0.008649,0.014602
31,0.008783,0.013956
32,0.008315,0.014477
33,0.008720,0.013986
34,0.008002,0.015618
35,0.008150,0.014712
36,0.008062,0.014884
37,0.007812,0.014711
38,0.007933,0.014677
39,0.007889,0.014559
40,0.007727,0.014787
41,0.007418,0.014920
42,0.007204,0.014685
43,0.007756,0.015358
44,0.008135,0.014152
45,0.007467,0.015423
46,0.007259,0.015089
47,0.007416,0.015985
48,0.006945,0.016152
49,0.007332,0.017942
50,0.007766,0.014294
51,0.007024,0.015076
52,0.007340,0.014949
53,0.006907,0.015113
54,0.006729,0.016089
55,0.006806,0.015565
56,0.006523,0.015165
57,0.006274,0.017035
58,0.006941,0.015036
59,0.006665,0.014325
60,0.006523,0.015421
