step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-44.952,0.0068,-59.774,0.3000,0.9780,4.7588,0.0000,255.7
50000,0.0000,0.3667,-38.804,0.0102,-69.338,0.3000,1.4245,5.3907,0.0000,493.3
75000,0.0000,0.2333,-51.082,0.0051,-63.685,0.3000,1.6157,4.4065,0.0000,736.3
100000,0.0000,0.1333,-57.267,0.0033,-67.695,0.3000,1.9445,5.1250,0.0000,973.0
125000,0.0333,0.1000,-59.310,0.0044,-70.605,0.3000,2.3921,4.5046,0.0000,1278.9
150000,0.0000,0.0667,-60.439,0.0022,-72.969,0.3000,1.8715,4.6219,0.0000,1597.5
175000,0.0000,0.2000,-54.954,0.0033,-75.381,0.3000,1.5870,4.9345,0.0000,1922.0
200000,0.0000,0.1000,-59.022,0.0013,-74.993,0.3000,1.6110,4.1316,0.0000,2236.6
225000,0.0000,0.1333,-60.518,0.0034,-79.563,0.3000,1.6755,4.5526,0.0000,2549.1
250000,0.0000,0.2000,-59.528,0.0019,-86.707,0.3000,1.5760,4.5521,0.0000,2861.5
275000,0.0000,0.2333,-56.042,0.0039,-74.465,0.3000,1.7765,3.9582,0.0000,3179.8
300000,0.0000,0.2333,-54.164,0.0044,-80.316,0.3000,1.7691,4.4348,0.0000,3500.1
