step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7333,-5.339,0.0113,-23.178,0.1500,0.1193,8.5373,0.0000,112.8
20000,0.0000,0.7000,7.223,0.0108,-9.518,0.1500,0.6756,1.5609,0.0000,237.0
30000,0.0000,0.7333,9.105,0.0172,9.917,0.1500,1.3850,-2.2098,0.0000,357.3
40000,0.3000,0.9333,235.458,0.0820,118.729,0.1500,3.8887,-5.8498,0.0000,472.9
50000,0.9000,1.0000,663.707,0.1271,389.675,0.1923,59.3083,-84.6937,0.0000,591.6
60000,0.9000,0.9667,671.079,0.1192,709.492,0.2201,97.1919,-174.0129,0.0000,704.2
70000,0.9333,1.0000,699.182,0.1239,631.992,0.2456,79.1024,-213.6874,0.0000,815.5
80000,0.9667,1.0000,703.148,0.1150,736.709,0.2372,83.7665,-239.9575,0.0000,922.1
90000,1.0000,1.0000,731.540,0.1217,735.212,0.2304,173.5919,-270.9362,0.0000,1030.7
100000,1.0000,1.0000,736.327,0.1193,758.679,0.2416,94.6728,-271.5905,0.0000,1169.4
