epoch,train_mse,val_mse
1,0.093943,0.046387
2,0.037166,0.039466
3,0.031689,0.035531
4,0.028192,0.031499
5,0.025542,0.030336
6,0.022083,0.025541
7,0.018399,0.020897
8,0.014618,0.016161
9,0.010855,0.014512
10,0.010241,0.012632
11,0.008866,0.011596
12,0.007776,0.011773
13,0.007523,0.011641
14,0.007260,0.010788
15,0.006308,0.009541
16,0.005809,0.012716
17,0.006750,0.010352
18,0.005510,0.009905
19,0.005894,0.010982
20,0.005403,0.010018
21,0.005077,0.009325
22,0.005803,0.009894
23,0.004830,0.008737
24,0.004698,0.008555
25,0.004608,0.008561
26,0.004961,0.009881
27,0.004237,0.010256
28,0.005010,0.009108
29,0.004965,0.007912
30,0.004384,0.010467
31,0.003766,0.008226
32,0.004219,0.008904
33,0.004120,0.008440
34,0.003703,0.008445
35,0.004034,0.009159
36,0.003448,0.008704
37,0.003668,0.008119
38,0.003645,0.009021
39,0.003596,0.008639
40,0.003903,0.008989
41,0.003411,0.009700
42,0.003175,0.007993
43,0.003383,0.009135
44,0.003404,0.007725
45,0.003239,0.008883
46,0.003130,0.009247
47,0.003049,0.008102
48,0.003314,0.007995
49,0.003089,0.008359
50,0.003596,0.009023
51,0.004103,0.008932
52,0.003249,0.008683
53,0.003206,0.007745
54,0.003332,0.008636
55,0.003027,0.009231
56,0.003316,0.009177
57,0.003138,0.007720
58,0.002962,0.009424
59,0.002842,0.008936
60,0.003075,0.009363
