step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.2333,-53.525,0.0053,-58.434,0.0100,0.3800,20.1712,0.0000,171.8
20000,0.0000,0.6000,-37.758,0.0118,-35.783,0.0116,0.8103,21.5783,0.0000,344.8
30000,0.0000,0.4333,-34.730,0.0101,-31.418,0.0140,1.0392,19.9960,0.0000,523.5
40000,0.0000,0.6000,-24.991,0.0083,-21.619,0.0139,1.2694,19.2662,0.0000,711.9
50000,0.0000,0.5667,-25.569,0.0130,-19.576,0.0146,1.9333,17.4799,0.0000,870.7
60000,0.0000,0.6333,-25.458,0.0147,-16.715,0.0159,2.3672,16.6633,0.0000,1050.3
70000,0.0000,0.7333,-18.365,0.0109,-13.690,0.0171,2.1321,16.1165,0.0000,1222.8
80000,0.0000,0.7000,-5.511,0.0086,-26.653,0.0168,2.3472,16.4775,0.0000,1399.7
90000,0.0000,0.7333,-18.467,0.0085,-20.148,0.0170,2.1624,16.2916,0.0000,1586.8
100000,0.0000,0.7000,-16.910,0.0085,-12.720,0.0171,2.8996,17.0410,0.0000,1767.9
110000,0.0000,0.7333,-13.387,0.0279,-13.811,0.0178,3.7576,16.5906,0.0000,1937.3
120000,0.0000,0.7000,-18.701,0.0099,-19.067,0.0169,4.2624,18.9937,0.0000,2080.2
130000,0.0000,0.8000,-9.697,0.0380,-14.402,0.0180,4.1904,18.3227,0.0000,2223.6
140000,0.0000,0.8000,5.166,0.0468,0.119,0.0192,5.9346,17.6738,0.0000,2365.9
150000,0.0667,0.6667,55.641,0.0514,28.419,0.0246,10.1041,17.9723,0.0000,2507.4
160000,0.0667,0.6333,30.849,0.0503,42.320,0.0303,15.0227,13.8097,0.0000,2649.2
170000,0.0667,0.7333,53.388,0.0664,65.777,0.0349,30.8291,15.7727,0.0000,2791.6
180000,0.0667,0.5667,39.499,0.0429,-10.206,0.0405,58.1494,15.2322,0.0000,2932.5
190000,0.1667,0.6667,112.435,0.0580,75.761,0.0446,58.7847,5.7013,0.0000,3074.3
200000,0.2667,0.7667,147.163,0.0743,136.092,0.0518,100.9713,9.0931,0.0000,3216.7
