epoch,train_mse,val_mse
1,0.076485,0.047272
2,0.040149,0.040585
3,0.035795,0.037077
4,0.032625,0.034695
5,0.029815,0.030647
6,0.027073,0.029293
7,0.023803,0.024077
8,0.020160,0.021395
9,0.017526,0.017131
10,0.014303,0.014611
11,0.011536,0.014461
12,0.010052,0.011092
13,0.008522,0.009738
14,0.007171,0.010926
15,0.006894,0.009758
16,0.006202,0.009102
17,0.005621,0.007657
18,0.005540,0.007800
19,0.005367,0.007455
20,0.005291,0.007347
21,0.005024,0.006922
22,0.005009,0.008139
23,0.005053,0.006694
24,0.004880,0.006594
25,0.005244,0.006776
26,0.004734,0.007995
27,0.004661,0.009038
28,0.004656,0.006995
29,0.004732,0.008223
30,0.004485,0.007714
31,0.004552,0.006634
32,0.004428,0.007217
33,0.004917,0.007603
34,0.004432,0.007114
35,0.004293,0.008786
36,0.004098,0.007526
37,0.004314,0.008427
38,0.004778,0.006327
39,0.004172,0.007080
40,0.004076,0.007107
41,0.004147,0.008308
42,0.004185,0.008449
43,0.004058,0.006570
44,0.004247,0.007194
45,0.003940,0.007232
46,0.004126,0.007447
47,0.003965,0.008604
48,0.003875,0.007407
49,0.003756,0.006691
50,0.003872,0.007135
51,0.003933,0.008068
52,0.003951,0.007448
53,0.004152,0.007307
54,0.003845,0.008432
55,0.003627,0.007666
56,0.003760,0.008209
57,0.003701,0.007110
58,0.003739,0.007601
59,0.004015,0.007324
60,0.003877,0.006657
