epoch,train_mse,val_mse
1,0.077224,0.042970
2,0.040374,0.038654
3,0.037665,0.038898
4,0.036049,0.037494
5,0.035128,0.036550
6,0.034221,0.036274
7,0.033724,0.036483
8,0.032474,0.034937
9,0.032009,0.035577
10,0.031842,0.035519
11,0.030577,0.034573
12,0.030143,0.034255
13,0.029587,0.033739
14,0.029141,0.035231
15,0.028749,0.033082
16,0.028204,0.034732
17,0.027382,0.033373
18,0.026545,0.033011
19,0.026293,0.032864
20,0.025865,0.034891
21,0.025521,0.033644
22,0.025451,0.033342
23,0.024713,0.032648
24,0.024482,0.031681
25,0.023552,0.032653
26,0.023221,0.032171
27,0.023296,0.032405
28,0.022629,0.032045
29,0.022276,0.032334
30,0.021845,0.032084
31,0.021336,0.031291
32,0.021247,0.031479
33,0.020545,0.031884
34,0.020527,0.032119
35,0.020690,0.032707
36,0.019953,0.031533
37,0.019725,0.031274
38,0.019818,0.030959
39,0.018960,0.031454
40,0.018853,0.031940
41,0.018343,0.030575
42,0.018828,0.029918
43,0.018293,0.030865
44,0.018008,0.031832
45,0.017658,0.029214
46,0.017586,0.030171
47,0.016799,0.029332
48,0.016830,0.031781
49,0.016920,0.029720
50,0.016716,0.029786
51,0.016135,0.030406
52,0.016554,0.030631
53,0.015581,0.030277
54,0.015646,0.030021
55,0.015684,0.030562
56,0.014902,0.031402
57,0.014917,0.029899
58,0.014738,0.029284
59,0.014645,0.030179
60,0.014583,0.030000
