step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.8667,1.0000,516.246,0.1353,120.917,0.0028,173.3446,-2.1157,45.0000,114.1
20000,0.9333,1.0000,555.780,0.1308,417.445,0.0017,151.7044,-2.3452,40.0000,236.9
30000,0.9333,1.0000,541.330,0.1320,468.198,0.0015,211.5296,-2.4446,35.0000,356.0
40000,0.9000,1.0000,550.485,0.1299,560.906,0.0016,241.9763,-2.3891,30.0000,474.3
50000,1.0000,1.0000,584.964,0.1304,508.939,0.0015,239.1079,-2.4331,25.0000,593.8
60000,0.9667,1.0000,583.338,0.1318,549.729,0.0014,235.0246,-2.4651,20.0000,722.9
70000,0.9667,1.0000,562.589,0.1306,567.205,0.0015,195.3159,-2.4140,15.0000,850.8
80000,0.9667,1.0000,577.275,0.1362,481.883,0.0014,197.0949,-2.4476,10.0000,978.4
90000,0.9667,1.0000,592.576,0.1382,560.865,0.0013,362.1806,-2.4612,5.0000,1106.6
100000,0.6000,1.0000,435.815,0.1386,348.437,0.0013,345.5804,-296.3444,0.0000,1234.1
110000,0.7333,1.0000,489.282,0.1498,417.954,0.0287,261.1540,-325.1519,0.0000,1349.1
120000,0.7667,1.0000,520.060,0.1564,430.056,0.1416,343.0517,-274.1337,0.0000,1459.9
130000,0.8333,1.0000,571.278,0.1372,519.018,0.1334,210.3392,-272.2070,0.0000,1570.0
140000,0.8333,1.0000,584.771,0.1375,462.743,0.1300,196.2077,-246.5458,0.0000,1678.8
150000,0.7333,0.9667,565.134,0.1350,522.199,0.1307,266.6431,-256.2747,0.0000,1788.3
160000,0.8333,1.0000,597.537,0.1441,537.771,0.1263,360.1609,-247.8699,0.0000,1897.9
170000,0.7333,1.0000,589.523,0.1494,377.709,0.1280,219.4507,-257.2856,0.0000,2008.2
180000,0.8333,1.0000,569.322,0.1417,507.893,0.1260,285.8812,-257.0208,0.0000,2121.6
190000,0.7333,1.0000,572.254,0.1419,464.758,0.1257,173.0779,-254.3073,0.0000,2235.0
200000,0.8000,1.0000,574.604,0.1410,514.167,0.1231,267.9528,-259.8052,0.0000,2358.8
