epoch,train_mse,val_mse
1,0.126742,0.080865
2,0.070678,0.071046
3,0.061372,0.067264
4,0.055047,0.062089
5,0.050018,0.060779
6,0.046565,0.061418
7,0.043348,0.058316
8,0.040622,0.060379
9,0.038510,0.061119
10,0.036503,0.061246
11,0.034872,0.060457
12,0.033929,0.060728
13,0.031769,0.058793
14,0.029722,0.060926
15,0.029007,0.062725
16,0.027460,0.059908
17,0.026716,0.060970
18,0.026513,0.063023
19,0.026261,0.061964
20,0.024948,0.061931
21,0.024418,0.063797
22,0.026525,0.062338
23,0.023911,0.062612
24,0.022925,0.063970
25,0.021994,0.062123
26,0.021404,0.064557
27,0.020834,0.063067
28,0.020715,0.063261
29,0.020197,0.061366
30,0.019528,0.062767
31,0.019145,0.063058
32,0.018930,0.061907
33,0.018710,0.062527
34,0.018407,0.064308
35,0.018434,0.064130
36,0.018561,0.063730
37,0.018286,0.060992
38,0.019660,0.064507
39,0.030840,0.064337
40,0.025330,0.064924
41,0.022810,0.062509
42,0.021310,0.065082
43,0.019828,0.060915
44,0.018255,0.061099
45,0.017795,0.063648
46,0.017647,0.062640
47,0.016941,0.062306
48,0.016541,0.062982
49,0.016535,0.062159
50,0.016273,0.062205
51,0.016383,0.062024
52,0.016028,0.064700
53,0.016034,0.064458
54,0.016487,0.063798
55,0.016350,0.064012
56,0.017055,0.065963
57,0.019089,0.069401
58,0.018500,0.069019
59,0.019689,0.066195
60,0.019964,0.066074
