step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-81.323,0.0008,-89.232,0.5000,0.0646,-4.2751,0.0,165.1
3000,0.0000,0.0000,-80.876,0.0098,-87.670,0.5000,0.1524,-6.6517,0.0,328.2
4500,0.0000,0.0000,-79.040,0.0023,-86.946,0.5000,0.1983,-9.0226,0.0,493.2
6000,0.0000,0.0000,-76.447,0.0017,-86.632,0.5000,0.4355,-10.6396,0.0,658.0
7500,0.0000,0.0000,-73.255,0.0018,-86.246,0.5000,0.5861,-12.4997,0.0,825.0
9000,0.0000,0.0000,-72.990,0.0015,-82.894,0.5000,0.4861,-13.5004,0.0,991.0
10500,0.0000,0.0000,-74.030,0.0015,-84.901,0.5000,0.5135,-14.9200,0.0,1156.5
12000,0.0000,0.0312,-67.298,0.0011,-87.312,0.5000,0.5617,-15.8060,0.0,1321.6
13500,0.0000,0.0000,-68.508,0.0020,-82.015,0.5000,0.6790,-16.6387,0.0,1486.3
15000,0.0000,0.0000,-70.505,0.0015,-88.942,0.5000,0.8057,-17.0839,0.0,1649.8
