step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.9000,48.594,0.1847,0.428,0.1500,0.4134,6.8284,0.0000,111.4
20000,0.3333,0.6667,246.305,0.0886,288.334,0.1500,28.1597,-38.8024,0.0000,231.3
30000,0.9333,1.0000,676.612,0.1257,677.281,0.1892,40.4074,-152.4037,0.0000,346.9
40000,0.7333,0.8667,495.943,0.1053,611.865,0.2202,84.9499,-231.7677,0.0000,458.5
50000,0.9667,0.9667,678.296,0.1246,634.575,0.2310,74.2553,-260.7056,0.0000,573.7
60000,1.0000,1.0000,713.389,0.1236,723.140,0.2339,93.0687,-285.1902,0.0000,688.3
70000,0.9333,1.0000,687.338,0.1286,692.771,0.2097,70.5317,-324.7242,0.0000,799.2
80000,0.9667,1.0000,721.370,0.1183,710.113,0.1848,55.3685,-344.0935,0.0000,907.1
90000,1.0000,1.0000,743.950,0.1243,717.614,0.1765,40.3712,-354.4954,0.0000,1013.1
100000,1.0000,1.0000,755.121,0.1260,748.565,0.1624,32.1845,-372.5175,0.0000,1149.5
