epoch,train_mse,val_mse
1,0.061281,0.019885
2,0.016701,0.015555
3,0.014136,0.014151
4,0.012669,0.012977
5,0.012252,0.013292
6,0.012020,0.013335
7,0.011406,0.012152
8,0.011014,0.012796
9,0.010585,0.013185
10,0.010513,0.014092
11,0.010374,0.011064
12,0.010188,0.011635
13,0.010384,0.011547
14,0.010132,0.011985
15,0.009385,0.012170
16,0.009817,0.012319
17,0.010169,0.012631
18,0.009400,0.011148
19,0.009388,0.011267
20,0.009220,0.011441
21,0.009053,0.011892
22,0.009107,0.011515
23,0.009177,0.012583
24,0.009511,0.012498
25,0.008923,0.011653
26,0.009136,0.013169
27,0.008541,0.011832
28,0.008938,0.012804
29,0.008559,0.013044
30,0.008528,0.013110
31,0.008184,0.013924
32,0.008333,0.011783
33,0.008202,0.012191
34,0.008253,0.012087
35,0.007890,0.012703
36,0.007988,0.012947
37,0.008028,0.012481
38,0.008006,0.012498
39,0.007736,0.013653
40,0.008393,0.013038
41,0.008070,0.013209
42,0.007585,0.012768
43,0.007503,0.013367
44,0.008144,0.012365
45,0.007532,0.013874
46,0.007207,0.012525
47,0.007305,0.013704
48,0.007416,0.012767
49,0.006892,0.012474
50,0.007491,0.013689
51,0.007191,0.012866
52,0.007304,0.012422
53,0.006943,0.013183
54,0.006988,0.012927
55,0.007136,0.012823
56,0.007124,0.013393
57,0.007120,0.013209
58,0.006636,0.012344
59,0.006515,0.013041
60,0.006568,0.013789
