epoch,train_mse,val_mse
1,0.076521,0.041295
2,0.036516,0.040053
3,0.034696,0.038245
4,0.033221,0.036512
5,0.032294,0.035950
6,0.031407,0.036129
7,0.030553,0.035742
8,0.029921,0.036097
9,0.029688,0.035312
10,0.029095,0.035542
11,0.028610,0.035158
12,0.028482,0.035589
13,0.027919,0.037501
14,0.027642,0.035109
15,0.026712,0.035642
16,0.026174,0.036883
17,0.026233,0.036971
18,0.025685,0.035878
19,0.025930,0.035804
20,0.024806,0.035267
21,0.024643,0.037259
22,0.024660,0.035405
23,0.024020,0.036255
24,0.023442,0.034902
25,0.023143,0.035491
26,0.022943,0.035561
27,0.023146,0.036422
28,0.022221,0.037152
29,0.021892,0.036933
30,0.021814,0.035783
31,0.021274,0.037533
32,0.020771,0.036187
33,0.020939,0.035784
34,0.020118,0.036422
35,0.020310,0.037912
36,0.020078,0.037012
37,0.019692,0.038078
38,0.019175,0.035657
39,0.018814,0.037489
40,0.018741,0.038432
41,0.018547,0.038250
42,0.018055,0.036118
43,0.017757,0.036964
44,0.017841,0.037782
45,0.017502,0.036169
46,0.017159,0.036331
47,0.017237,0.036977
48,0.016910,0.038403
49,0.016549,0.035601
50,0.016338,0.035785
51,0.015914,0.037231
52,0.015843,0.036493
53,0.015558,0.037043
54,0.015189,0.036667
55,0.014909,0.036503
56,0.014735,0.036870
57,0.014515,0.036126
58,0.014401,0.038828
59,0.014474,0.038186
60,0.014249,0.037353
