step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.2333,-50.167,0.0047,-56.793,0.1500,1.1781,23.6485,0.0000,248.8
50000,0.0000,0.4667,-32.861,0.0177,-55.871,0.1500,1.6689,24.2836,0.0000,505.6
75000,0.0000,0.4333,-36.599,0.0050,-70.012,0.1500,1.6676,24.6717,0.0000,823.5
100000,0.0000,0.3333,-40.048,0.0105,-59.155,0.1500,1.8212,23.6564,0.0000,1168.4
125000,0.0000,0.1000,-49.191,0.0035,-55.096,0.1500,2.0423,23.7409,0.0000,1513.2
150000,0.0000,0.1000,-51.437,0.0017,-54.760,0.1500,2.3574,23.2129,0.0000,1861.2
175000,0.0000,0.3333,-36.555,0.0061,-58.117,0.1500,1.9614,22.1871,0.0000,2230.2
200000,0.0000,0.3667,-30.521,0.0058,-58.138,0.1500,1.7434,22.5244,0.0000,2582.1
225000,0.0000,0.1000,-46.846,0.0070,-58.633,0.1500,1.9128,21.1716,0.0000,2932.8
250000,0.0000,0.2333,-41.518,0.0036,-60.138,0.1500,2.1190,21.5537,0.0000,3283.2
275000,0.0000,0.3000,-35.612,0.0060,-64.935,0.1500,1.5363,20.9366,0.0000,3631.0
300000,0.0000,0.3000,-42.627,0.0057,-61.667,0.1500,2.0239,21.3102,0.0000,3975.3
